string0,string1
Vivus Inc,VIVUS INC
DuPage Medical Group,DUPAGE MEDICAL GROUP
ZERO The Project to End Prostate Cancer,ZERO - The End of Prostate Cancer
Healthcare Assn of New York State,"Healthcare Association of New York State, Inc."
Comprehensive Marketing Inc,COMPREHENSIVE MARKETING INC
Stepan Co,STEPAN CHEMICAL CO
Chicago School of Prof Psychology,The Chicago School of Professional Pyschology
"Imperial County, CA",IMPERIAL COUNTY
Japan Shipowners' Assn,JAPAN SHIPOWNERS ASSN
Brother International,BROTHER INTERNATIONAL CORPORATION
PanAmSat Corp,PANAMSAT CORP
Core Synergy Group,Core Synergy Group Government Relation Services
Lord Corp,LORD CORP
Payal Textiles,PAYAL TEXTILES LIMITED
"Stork, Abigail",Abigail Stork
Professional Golfers Assn of America,The Professional Golfers' Association of America
Attain LLC,"Attain, LLC"
Rural Community Insurance Services,RURAL COMMUNITY INSURANCE SERVICES
"Stassen, Stern & Erdahl International",STASSEN STERN & ERDAHL INTL
ALSTOM Transportation,Alstom Transportation Inc.
Outer Banks Conservationists,OUTER BANKS CONSERVATIONISTS
Stockbridge-Munsee Band Mohican Indians,STOCKBRIDGE-MUNSEE BAND OF MOHICAN INDIANS
Eastman Chemical,EASTMAN CHEMICAL
Council On Legal Education Opportunity,COUNCIL ON LEGAL EDUCATION OPPORTUNITY
Softbank Corp,Softbank Corp.
144th Street Johanna Assoc,144TH STREET JOHANNA ASSOC
Claremont Cos,Claremont Companies
Rutgers University,"Rutgers, The State University of New Jersey"
Vtree Software,VTREE
ProMedica Health System,PROMEDICA HEALTH SYSTEM
McConnell Foundation,MCCONNELL FOUNDATION
"City of Rexburg, ID","CITY OF REXBURG, IDAHO"
TransUnion LLC,TransUnion
Innovation Capital Partners,INNOVATION CAPITAL PARTNERS
LaSalle Bank,LASALLE BANK CORPORATION
MAF Bancorp,MAF BANCORP
Air Security International,AIR SECURITY INTL
"Butzel, Long et al",Butzel Long Tighe Patton PLLC
American AGIP Co,American Agip Co. Inc.
Mpower Advisors,"MPOWER ADVISORS, L.L.C."
Concera Corp,CONCERA CORPORATION
321 Studios,321 STUDIOS.COM
Natl Assn Of Dealers In Ancient Oriental,"NATIONAL ASSOCIATION OF DEALERS IN ANCIENT, ORIENTAL, AND PRIMITIVE ART"
AREVA Group,AREVA
Reusable Industrial Packaging Assn,REUSABLE INDUSTRIAL PACKAGING ASSN
Deloitte Consulting,Deloitte Consulting LLP
North American Sports Management,NORTH AMERICAN SPORTS MANAGEMENT
Self Help Credit Union,SELF HELP
CenterPoint Energy,CENTERPOINT ENERGY
Professional Aviation Safety Specialists,PROFESSIONAL AVIATION SAFETY SPECIALISTS
Delaware River Maritime Enterpirse Cncl,DELAWARE RIVER MARITIME ENTERPRISE COUNCIL
Thai Gem & Jewelry Traders Assn,Thai Gem and Jewelry Traders Association
Hospital & Healthsystem Assn of Pennsylvania,HOSPITAL & HEALTHSYSTEM ASSOCIATION OF PENNSYLVANIA
National Hospice & Palliative Care Org,NATIONAL HOSPICE AND PALLIATIVE CARE ORGANIZATION
"Pollard, Michael",Michael Pollard
Golden Eagle Distributors,GOLDEN EAGLE DISTRIBUTORS
HR Bert Pena Law,"HR BERT PENA, ESQ"
"Curis, Mallett-Prevost et al",CURTIS MALLET-PREVOST COLT & MOSLE
FMC Corp,FMC CORP
EMTEQ Aerospace,Emteq Aerospace
World Television News,WTN INC
Aviation Training Consulting LLC,"Aviation Training Consulting, LLC."
Brainwaves Technologies,BRAINWAVES TECHNOLOGIES
WR Grace & Co,"GRACE & CO, W. R."
"Bryant, Edward","BRYANT, EDWARD"
Stm Power,STM POWER INC
Diageo North America,Diageo
Joint Venture Coalition,JOINT VENTURE COALITION
"Durkin, Andrea","DURKIN, ANDREA"
Clean Energy Fuels Corp,Clean Energy Fuels Corp.
Prevent Child Abuse America,PREVENT CHILD ABUSE AMERICA
Tra-Lor-Mate Inc,TRA-LOR-MATE
Contact Lens Institute,CONTACT LENS INSTITUTE
Solutions Worldwide,SOLUTIONS WORLDWIDE
Covidien Ltd,Covidien
PJM Interconnection,PJM INTERCONNECTION
EFJ Inc,"EFJ, Inc."
American Academy of Ophthalmology,AMERICAN ACADEMY OPHTHALMOLOGY
National Coalition for History,NATIONAL COALITION FOR HISTORY
AK Capital,AK CAPITAL LLC
Colle & McVoy Public Affairs,COLLE & MCVOY PUBLIC AFFAIRS INC
Council for Energy Independence,COUNCIL FOR ENERGY INDEPENDENCE
Automated Trading Desk Inc,AUTOMATED TRADING DESK INC
Sandy Hook Partners,SANDY HOOK PARTNERS
Nike Inc,"NIKE, INC"
Entertainment Merchants Assn,ENTERTAINMENT MERCHANTS ASSOCIATION
AFL-CIO,AMERICAN FEDERATION OF LABOR & CONGRESS OF INDUSTRIAL ORGANIZATIONS
Eastern National,EASTERN NATL
Dominion Energy,DOMINION ENERGY INC
Cortez Byrd Chips,CORTEZ BYRD CHIPS
Lockheed Martin Space Electronics/Commun,LOCKHEED MARTIN CORP -- SE&C
Ketchum Inc,KETCHUM PUBLIC RELATIONS
Coinbase Inc,"Coinbase, Inc."
Transas USA,Transas Americas Inc.
Student Loan Funding Resources Inc,STUDENT LOAN FUNDING RESOURCES
American Home Furnishings Alliance,AMERICAN HOME FURNISHINGS ALLIANCE
Americans for Affordable Climate Policy,Americans for Affordable Climate Change
Ethan Allen Interiors,Ethan Allen Interiors Inc.
Waste Control Specialists Inc,WASTE CONTROL SPECIALISTS
Planning Systems Inc,"PLANNING SYSTEMS, INC"
Commercial Real Estate Finance Council,Commercial Mortgage Securities Association
Team Results USA,TEAM RESULTS USA
MW Kellogg Ltd,KELLOGG CO
Humacyte Inc,"Humacyte, Inc."
Johnson Policy Assoc,JOHNSON POLICY ASSOC
Association for Behavioral Health & Wellness,Association for Behavioral Health and Wellness
Western Union,WESTERN UNION
Consuming Industries Trade Action Cltn,CITAC INC
Dynetics Inc,"Dynetics, Inc."
Napa Valley Vintners Assn,Napa Valley Vintners Association
Nurnberger & Assoc,Nurnberger & Associates
McAfee Inc,"MCAFEE, INC."
Natl Research Ctr/Coll/Univ Admissions,NATIONAL RESEARCH CENTER FOR COLLEGE & UNIVERSITY ADMISSIONS
Barclays,Barclays Capital Inc.
Kaman Diversified Technologies,KAMAN DIVERSIFIED TECHNOLOGIES
Telecommunications Industry Assn,TELECOMMUNICATIONS INDUSTRIES ASSN
Cavalier Telephone,CAVALIER TELEPHONE LLC
"City of Albany, GA","CITY OF ALBANY, GEORGIA"
Washington Area New Automobile Dealers Assn,Washington Area New Automobile Dealers Association
Robert L Walker & Co,"WALKER & CO, ROBERT L."
Innovative Lending Platform Assn,INNOVATIVE LENDING PLATFORM ASSOCIATION
DGK Consulting,"DGK Consulting, LLC"
Kick Start,KICK START
Big Brothers/Big Sisters of Southeast PA,Big Brothers Big Sisters Southeastern Pennsylvania
"Kallner, Matthew G","KALLNER, MATTHEW G."
Washington Office Financial Management,STATE OF WASHINGTON - OFFICE OF FINANCIAL MANAGEMENT
National Coalition of 100 Black Women,The National Coalition of 100 Black Women
Natl Cncil of Juv/Family Court Judges,NATL COUNCIL OF JUVENILE & FAMILY COURT JUDGES
Navient Solutions,NAVIENT SOLUTIONS LLC
National Electrical Manufacturers Assn,National Electrical Manufacturers Association
Raydon Corp,RAYDON CORP
Medical Present Value Inc,MEDICAL PRESENT VALUE INC
Integrated Concepts & Research Corp,INTEGRATED CONCEPTS & RESEARCH CORPORATION
"Stone, Mattheis et al","STONE MATTHEIS XENOPOULOS AND BREW, PC"
TMT Group,"TMT Offshore Group, Co., Ltd."
Eli Lilly & Co,ELI LILLY & CO
David Scott Partners,"David Scott Partners, LLC"
Manufacturers Assn of Central New York,Manufacturing Association of Central New York
Airborne Inc,AIRBORNE EXPRESS
Great Lakes Higher Education Corp,Great Lakes Higher Education Corporation
National Coalition for History,NATL COALITION FOR HISTORY
Terrebonne Navigation Coalition,TERREBONNE NAVIGATION COALITION
Hyperdynamics Corp,HYPERDYNAMICS CORP
Mycogen Corp,MYCOGEN CORP
Elcousia,Eicousia
Kiwanis International,KIWANIS INTL
Christus Health,CHRISTUS HEALTH
Fashion Accessories Shippers Assn,FASHION ACCESSORIES SHIPPERS ASSN
Amgen Inc,AMGEN USA INC.
"City of Port Hueneme, CA",City of Port Hueneme
Scientific Research Corp,SCIENTIFIC RESEARCH CORP
Cochlear Implant Club International,COCHLEAR IMPLANT CLUB INTL
Ameriqual Group,AMERIQUAL
Org Luis Carlos Sarmiento Angulo Ltda,ORGANIZACION LUIS CARLOS SARMIENTO ANGULO
Western Energy Alliance,WESTERN ENERGY ALLIANCE
Coalition for Indian Housing & Devel,COALITION FOR INDIAN DEVELOPMENT & HOUSING
Industrial Minerals Assn of N America,INDUSTRIAL MINERALS ASSN - NORTH AMERICA
EDF Renewable Energy,EDF RENEWABLE ENERGY - PREVIOUSLY REPORTED AS ENXCO INC
Ad Hoc Coalition of Hedge Fund Managers,AD HOC COALITION OF HEDGE FUND MANAGERS
California Hospital Medical Center Found,California Hospital Medical Center Foundation
DaVita Inc,DAVITA INC.
Paragon Space Development Corp,Paragon Space Development Corporation
Teck Cominco American,TECK COMINCO AMERICAN INC
Contura Energy,"CONTURA ENERGY, INC."
National Assn of Community Health Ctrs,NATL ASSN OF COMMUNITY HEALTH CENTERS
American Soc/Pension Prof & Actuaries,AMERICAN SOCIETY OF PROFESSIONAL PENSION ACTUARIES
Numark Assoc,NUMARK ASSOC
DynCorp,DYNCORP
Edward Health Services,EDWARD HEALTH SERVICES CORPORATION
St Claire Regional Medical Center,ST CLAIRE REGIONAL MEDICAL CENTER
The New School,NEW SCHOOL
Stone Investments,STONE INVESTMENTS
Pointone,POINTONE
Monterey Reg Water Pollution Cntrl Agcy,MONTEREY REGIONAL WATER POLLUTION CONTROL AGENCY
SBC Communications,SBC COMMUNICATIONS & ITS SUBSIDIARIES
New York State Society of CPAs,NEW YORK STATE SOCIETY OF CERTIFIED PUBLIC ACCOUNTANTS
Alliance for Rail Competition,ALLIANCE FOR RAIL COMPETITION
"Oliver, Edward",Edward Oliver
Policy Communications Group,POLICY COMMUNICATIONS GROUP
Allied Defense Group,ALLIED DEFENSE GROUP
Inspirational Network,Inspiration Network
Cingular Wireless,TELECORP
Eaton Electrical,EATON
Save Ontario Shores,"Save Ontario Shores, Inc."
International Seafood,INTL SEAFOOD
Navatek,"Navatek, Ltd."
First Coast Service Options,FIRST COAST SERVICE OPTIONS INC
Star Foundation,STAR FOUNDATION
Lifelink Monitoring,LIFELINK MONITORING
American Maritime Officers Service,AMERICAN MARITIME OFFICERS SERVICE
CITGO Petroleum,CITGO PETROLEUM CORP
Johnson Controls,"Johnson Controls, Inc"
Clarian Health Partners,CLARIAN HEALTH PARTNERS
American Capitalists Investment Co,American Capitalists Investment Company
Mitsubishi Heavy Industries,"MITSUBISHI HEAVY INDUSTRIES, LTD"
Allstate Insurance,ALLSTATE INSURANCE
Call9 Inc,"Call9, Inc."
HollyFrontier Corp,HollyFrontier Corporation
"City of Redlands, CA","City of Redlands, California"
"Wachtel, William",William Wachtel
I-Safe America,I-SAFE AMERICA INC.
LFA Holdings,LFA HOLDINGS INC
ACN Inc,"ACN., Inc."
Union Bank of California,UNION BANK OF CALIFORNIA N A
Nalco Co,Nalco Company
Pharming Healthcare,"Pharming Healthcare, Inc."
"Andrade, Luis",Mr. Luis Andrade
"City of South Miami, FL",City of South Miami
California State Univ/Dominguez Hills,CALIFORNIA STATE UNIVERSITY DOMINGUEZ HILLS
North Valley Enterprises,NORTH VALLEY ENTERPRISES LLC
North American Export Grain Assn,NORTH AMERICAN EXPORT GRAIN ASSOCIATION
LA Center for the Blind,LA CENTER FOR THE BLIND
McGovern & Smith,MCGOVERN & SMITH
ClearDefense Security,"CLEARDEFENSE SECURITY, LLC"
Banning Heights Mutual Water,Banning Heights Mutual Water Company
Metro Tech Partners,METRO TECH PARTNERS LLC
Wright & Talisman,WRIGHT & TALISMAN
Omega Protein Corp,OMEGA PROTEIN INC
"Hamer, Glenn","HAMER, GLENN"
US Smokeless Tobacco,UST
YUM! Brands,"Yum! Brands, Inc."
American Water Works Co,"AMERICAN WATER WORKS SERVICE CO, INC"
Frost Brothers Resources,"Frost Brothers Resources, LLLP"
International Profit Assoc,INTL PROFITS ASSOC
SalesForce.com,"SALESFORCE.COM, INC."
"Womble, Carlyle et al",Association for Home and Hospice Care of North Carolina
National Assn of Government Employees,NATIONAL ASSOCIATION OF GOVERNMENT EMPLOYEES
"Browning, Kaleczyc et al","Browning, Kaleczyc, Berry & Hoven, P. C."
Armtech Inc,ARMTECH
Ecast Inc,"Ecast, Inc."
Hematech Inc,HEMATECH INC
Bluebonnet Savings Bank,BLUEBONNET SAVINGS BANK
Miami Children's Hospital,MIAMI CHILDRENS HOSPITAL
Vianovo,ViaNovo
JVC Americas Corp,JVC AMERICAS CORP
Abbott Nutrition,ABBOTT NUTRITION
"Reeves County, TX","REEVES COUNTY, TX"
National Assn of Postal Supervisors,NATIONAL ASSOCIATION OF POSTAL SUPERVISORS
Colorado Springs Utilities,COLORADO SPRINGS UTILITY
"Barrett, Archie","BARRETT, ARCHIE"
CMC Heartland Partners,CMC HEARTLAND PARTNERS
"City of Cincinnati, OH","CINCINNATI-OH, CITY OF"
Northwest Forestry Assn,NORTHWEST FORESTRY ASSN & NORTHWEST FOREST RESOURCE COUNCIL
Kelly Public Strategies,KELLY PUBLIC STRATEGIES
BSA The Software Alliance,Business Software Alliance
Remote Controls,REMOTE CONTROLS
American Apex Corp,American Apex Corporation
"Duke, Diane C",Diane C Duke
Illinois Humanities Council,ILLINOIS HUMANITIES COUNCIL
RMS Disease Management,RMS DISEASE MANAGEMENT
Southwest Research Institute,SOUTHWEST RESEARCH INSTITUTE
State Street Consultants,STATE STREET CONSULTANTS
Drug Policy Alliance,DRUG POLICY ALLIANCE
Schering-Plough Corp,SCHERING-PLOUGH LEGISLATIVE RESOURCES L.L.C.
"Verrastro, Frank A","VERRASTRO, FRANK A."
Intellectual Ventures LLC,INTELLECTUAL VENTURES LLC
Cubic Transportation Systems,CUBIC TRANSPORTATION SYSTEMS
Polsinelli Shughart,Polsinelli Shughart PC
Morganza Action Cmte,Morganza Action Coalition
Electric Power Supply Assn,Electric Power Supply Association
"Bell, Boyd & Lloyd",BELL BOYD & LLOYD
Coastal Coal,COASTAL COAL COMPANY
Consumers Power Co,CONSUMERS POWER
Harry C Alford & Assoc,"ALFORD & ASSOC, HARRY C"
Capitol Coalitions,"CAPITOL COALITIONS, INC"
"Williams, Ellen C","Ellen C. Williams, LLC"
Ecolab Inc,ECOLAB
Cubist Pharmaceuticals,"Cubist Pharmaceuticals, Inc."
Medical Assoc Clinic PC,"Medical Associates Clinic, P.C."
Union Bank of California,UNION BANK OF CALIFORNIA NA
Public Strategies Washington,PUBLIC STRATEGIES WASHINGTON INC
Biocryst Pharmaceuticals,"BIOCRYST PHARMACEUTICALS, INC."
Govconnect,GOVCONNECT
South Bayside System Authority,SOUTH BAYSIDE SYSTEM AUTHORITY
Nymox Pharmaceutical,Nymox Pharmaceutical Corporation
Instinet Corp,INSTINET GROUP INC
Tate & Lyle North American Sugars,TATE & LYLE NORTH AMERICAN SUGARS
Caremark RX,CAREMARK RX INC
US Acute Care Solutions,"U.S. Acute Care Solutions, LLC"
Alcatel USA,ALCATEL USA
Metris Companies,METRIS CO
Natl Assn Of Prof Background Screeners,NATL ASSN OF PROFESSIONAL BACKGROUND SCREENERS
Akzo Nobel Polymer Chemicals,AKZO Nobel
Castro & Co,"Castro & Co., LLC"
"Blacklow, Roger",Roger Blacklow
Grain Management,"Grain Management, LLC"
Sonosite Inc,SONOSITE INC
FSCC HealthCare Ministry,"FSCC HealthCare Ministry, Inc."
Claire Altman Heine Foundation,Claire Altman Heine Foundatation
Outdoor Industry Assn,INTL INSIGHTS LIMITED
London Metal Exchange,LONDON METAL EXCHANGE LIMITED
ADA Carbon Solutions,"ADA Carbon Solutions, LLC"
G2 Strategies,G2 STRATEGIES
Underwriters Laboratories,UNDERWRITERS LABORATORIES INC
Texas Farm Bureau,TEXAS FARM BUREAU
American Network of Community Options & Resources,AMERICAN NETWORK OF COMMUNITY OPTIONS & RESOURCES
"MacPherson, Andrew",Andrew MacPherson
Enterasys Networks,ENTERASYS NETWORKS
Sharp Realty,Mr. Michael Sharp
American Health Quality Assn,AMERICAN HEALTH QUALITY ASSN
Child Support Directors Assn,CHILD SUPPORT DIRECTORS ASSN
American Iron & Steel Institute,AMERICAN IRON & STEEL INST
Unisys Corp,UNISYS CORPORATION
Weston Solutions,WESTON SOLUTIONS HOLDING
"Distin, John H",JOHN DISTIN
Dallas-Ft Worth International Airport,DALLAS-FT WORTH INTL AIRPORT
"Swanzey, Eugene F","SWANZEY, EUGENE F."
Pioneer Vav,"PIONEER UAV, INC."
Qutekcak Native Tribe,QUTEKCAK NATIVE TRIBE
Bell Pottinger Group,BELL POTTINGER
SAG-AFTRA,AMERICAN FEDERATION OF TELEVISION AND RADIO ARTISTS
National Court Reporters Assn,National Court Reporters Association
True Source Honey Initiative,TRUE SOURCE HONEY INITIATIVE
Marketplace Lending Assn,The MarketPlace Lending Association
Crispin & Brenner,CRISPIN & BRENNER PLLC
Set Jet,"Set Jet, LLC"
Terremark Worldwide,TERREMARK WORLDWIDE
Columbia Power Technologies,COLUMBIA POWER TECHNOLOGIES
Cartwright & Riley,"Cartwright & Riley, Inc."
PGA Tour,PGA TOUR
Jackson & Tull,JACKSON & TULL
Telefonica Internacional,TELEFONICA INTERNATIONAL S A
"Graham, Donald E",Mr. Donald E. Graham
American Arts Alliance,AMERICAN ARTS ALLIANCE
Patient Access to Responsible Care Alliance,PATIENT ACCESS TO RESPONSIBLE CARE ALLIANCE
Siena Heights University,SIENA HEIGHTS UNIVERSITY
Thermo Fisher Scientific,"Thermo Fisher Scientific, Inc."
California Climate Action Registry,CALIFORNIA CLIMATE ACTION REGISTRY
Symbionics Inc,SYMBIONICS INC
Armorgroup,ArmorGroup North America Inc
Ball Research,BALL RESEARCH
Clasado Ltd,Clasado Limited
Biomedisyn Corp,Biomedisyn Corporation
Epi Pharmaceuticals,EPI PHARMACEUTICALS
Charter Communications,TIME WARNER CABLE INC
Irving Oil Ltd,"IRVING OIL, LTD"
Facebook Inc,"Facebook, Inc."
Milwaukee County District Attorney's Ofc,MILWAUKEE CO DISTRICT ATTORNEYS OFFICE
Sonat Inc,SONAT
Echostar Satellite,"ECHOSTAR SATELLITE, LLC"
Kountoupes Consulting,"Kountoupes Consulting, LLC"
CSCK LLC,"CSCK, LLC"
Sprint Nextel,Sprint Nextel Corporation
Recording Industry Assn of America,Recording Industry Association of America
Questar Corp,Questar Corporation
Kidney Care Partners,KIDNEY CARE PARTNERS
"Asher, Robert B","ASHER, ROBERT B"
Lackawanna Junior College,LACKAWANA JUNIOR COLLEGE
Campbell-Crane & Assoc,THE CAMPBELL GROUP
Montgomery Dept of Public Works & Transp,"DEPARTMENT OF PUBLIC WORKS & TRANSPORTATION, MONTGOMERY COUNTY, MD"
Alm Turbine,ALM TURBINE
Vistec Semiconductor Systems,"VISTEC SEMICONDUCTOR SYSTEMS, INC"
H2o Engineering,H2o Engineering Inc
Writers Guild of America East,WRITERS GUILD OF AMERICA
High Plains Bison,"High Plains Bison, LLC"
Ibex,IBEX
Wyle Laboratories,Wyle
Perrigo Co,PERRIGO INC
Sundance Airport,"Sundance Airport, LLC"
Atlantic Intracostal Waterway Assn,ATLANTIC INTRACOSTAL WATERWAY ASSN
"Erben, Randall Harvey",Randall Erben
JTK Consulting,"JTK Consulting, LLC"
American Department Stores PAC,American Department Stores Political Action Committee
TransGenRx Inc,"TransGenRx, Inc."
Duff Phelps,DUFF & PHELPS
Kendall-Jackson Wine Estates,KENDALL JACKSON
AMVETS,AMERICAN VETERANS
Cosby Co,COSBY CO
Renewable Fuels Assn,RENEWABLE FUELS ASSOCIATION
Ferrari & Assoc,"Ferrari & Associates, P.C."
Denbury Resources,"Denbury Resources, Inc."
Lastminutetravel.com,LASTMINUTETRAVEL.COM INC
Passport Systems,PASSPORT SYSTEMS
Children's Hospital Los Angeles,CHILDRENS HOSPITAL LOS ANGELES
Alliance of American Insurers,ALLIANCE OF AMERICAN INSURERS
Magnitude Information Systems,MAGNITUDE INFORMATION SYSTEMS
Alcoa Inc,ALCOA
Plains Cotton Cooperative Assn,PLAINS COTTON COOPERATIVE ASSN
GE Transportation Systems,General Electric Transportation
Cen MO Reg Justice Info Sys Exec Cmte,Central Missouri Regional Justice Information Sytem Executive Committee
Biotechnology Industry Organization,BIOTECHNOLOGY INDUSTRIAL ORGANIZATION
Heartscan Inc,HEARTSCAN INC
Krueger Assoc International,KRUEGER ASSOCIATES INTERNATIONAL
Manor Care Inc,HCR-MANOR CARE
Blyth Inc,BLYTH INC
Alpine Group,"Alpine Group, Inc"
New England Medical Center,NEW ENGLAND MEDICAL CENTER
Acushnet Co,ACUSHNET COMPANY
O'Brien & Assoc,O'Brien & Associates
Federal Judges Assn,FEDERAL JUDGES ASSOCIATION
Association for Advanced Life Underwriting,ASSN FOR ADVANCED LIFE UNDERWRITING
Commonwealth Group,COMMONWEALTH GROUP
Brotherhood of Locomotive Engineers & Trainmen,Brotherhood of Locomotive Engineers and Trainmen
Capital E,CAPITAL E LLC
Polycystic Kidney Research Foundation,POLYCISTIC KIDNEY DISEASES FOUNDATION
Affiliated Computer Services,AFFILIATED COMPUTER SYSTEMS
Monroe County Dept of Transportation,MONROE COUNTY DEPT OF TRANSPORTATION
Elekta Inc,"Elekta, Inc."
Center For Asia Pacific Econ Cooperation,National Center for Asia-Pacific Economic Cooperation
Defensetech International,DEFENSTECH INTERNATIONAL INC.
National Cattlemen's Beef Assn,National Cattlemen's Beef Association
Federated Funds,FEDERATED FUNDS
"Reeves County, TX",REEVES COUNTY
American Water Works Co,AMERICAN WATER WORKS COMPANY INC
Cable & Wireless USA,CABLE & WIRELESS
Teijin Twaron USA,TEIJIN TWARON USA
Inova Health System,INOVA HEALTH SYSTEM
St Vincent Catholic Medical Centers,ST. VINCENT'S MEDICAL CENTER
NiSource Inc,NiSource
Innovative Lending Platform Assn,INNOVATIVE LENDING PLATFORM ASSOCIATION
Natural Products Assn,Natural Products Association
Apollo Education Group,"Apollo Education Group, Inc"
San Antonio Trade Group,SAN ANTONIO TRADE GROUP INC
Daniel Industries,DANIEL INDUSTRIES INC
"Industrial Dev Auth of Newport News, VA","INDUSTRIAL DEVELOPMENT AUTHORITY, CITY OF NEWPORT NEWS"
Forest Laboratories,FOREST LABORATORIES INC
US Virgin Islands Veterans Memorial,U S VIRGIN ISLANDS VETERANS MEMORIAL
Sergeants Benevolent Assn,Sergeants Benevolent Association of New York City
Inland Entertainment,INLAND ENTERTAINMENT
Avon Protection Systems,"Avon Protection Systems, Inc."
Sanofi-Aventis,SANOFI-AVENTIS
Renal Leadership Council,RENAL LEADERSHIP COUNCIL
T-Mobile USA,T-MOBILE
Brazos River Authority,BRAZOS RIVER AUTHORITY
"Mohave County, AZ Board of Supervisors",MOHAVE COUNTY BOARD OF SUPERVISORS
Apple Inc,APPLE COMPUTERS INC
DataTreasury Corp,DATATREASURY CORP
Essential Worker Immigration Coalition,Essential Worker Immigration Coalition - U.S. Chamber of Commerce
Johnston & Assoc,"Johnston & Associates, LLC"
US 31 Coalition,U S 31 COALITION
US Central Federal Credit Union,US CENTRAL FEDERAL CREDIT UNION
MBIA Inc,OPTINUITY ALLIANCE RESOURCES CORPORATION
Varian Assoc,VARIAN ASSOC
"Wilson, Robert Dale",robert wilson
"Upper MS, IL & MO River Assn",UPPER MISSISSIPPI ILLINOIS & MISSOURI RIVERS ASSOCIATION
Parker Drilling,Parker Drilling Company
Bridge Strategies,BRIDGE STRATEGIES LLC
Enhanced Capital Partners,ENHANCED CAPITAL PARTNERS LLC
Bicycle Manufacturers of America,BICYCLE MANUFACTURERS OF AMERICA
Garrison Diversion Conservancy District,GARRISON DIVERSION CONSERVANCY DIST
"Boone County Sheriff's Office, KY","Boone County Sheriff's Office, Kentucky"
Methane Awareness Resources Group,MINING AWARENESS RESOURCE GROUP
Nupga Inc,NUPGA INC
Redline Assoc,REDLINE ASSOC
Ballard Power Systems,BALLARD POWER SYSTEMS CORP
US Inc,US INC
Bill Carney & Co,BILL CARNEY & COMPANY
iRobot Corp,I-ROBOT CORPORATION
Healthtrac,"HealthTrac, Inc."
International Power,"INTL POWER GROUP, LTD."
American Foundation for AIDS Research,"amfAR, The Foundation for AIDS Research"
Merck & Co,"MERCK & COMPANY, INC."
Citadel LLC,CITADEL LLC
Esco Corp,The ESCO Group
National Assn of Animal Breeders,NATL ASSN OF ANIMAL BREEDERS
Chemours Co,The Chemours Company
Parkland Health & Hospital System,PARKLAND HEALTH AND HOSPITAL SYSTEM
Chiron Corp,CHIRON
"Carraher, Ruth",MS RUTH CARRAHER
1-800 Contacts,1-800-CONTACTS INC
Sierra Monolithics,SIERRA MONOLITHICS
"Wilmer, Cutler & Pickering",WILMER CUTLER PICKERING HALE AND DORR LLP
Berkshire Capital Management,"Berkshire Capital Management Co., Inc."
"Simmons, Matthew R",Matthew R Simmons
Veritas DGC,VERITAS DGC LAND
Union Pacific Corp,UNION PACIFIC CORP
Continuum Health Partners,CONTINUUM PARTNERS
North Star Borough,NORTH STAR BOROUGH
"City of Newark, NJ",CITY OF NEWARK
Heidepriem & Mager,HEIDEPRIEM & MAGER
Starry Inc,"STARRY, INC."
Board of Utilities of Springfield,City Utilities of Springfield
Security Software Systems,SECURITY SOFTWARE SYSTEMS INC
Save the Children,"SAVE THE CHILDREN FEDERATION, INC"
Grifols Inc,"Talecris Biotherapeutics, Inc."
Bankers' Assn for Finance & Trade,BANKERS' ASSOCIATION FOR FINANCE AND TRADE
Savit Assoc,SAVIT Associates LLC
Fur Wraps the Hill,Fur wRaps the Hill
Penske Truck Leasing,"PENSKE TRUCK LEASING CO, LP"
Structural Composites,STRUCTURAL COMPOSITES
"City of North Las Vegas, NV",CITY OF NORTH LAS VEGAS NEVADA
Exelon Corp,COMMONWEALTH EDISON
Interamerica,INTERAMERICA
Central Utah Water Conservancy District,CENTRAL UTAH WATER CONSERVANCY DIST
BancVue Ltd,BancVue
"City of St Michael, MN","CITY OF ST MICHAEL, MN"
"Babbage, Robert A Jr","BABBAGE, ROBERT A JR"
"Town of East Hampton, NY","TOWN OF EAST HAMPTON, NY"
Cumberland Distribution,"Cumberland Distribution, Inc."
"City of Arlington, WA",City of Arlington
YMCA of the USA,YMCA OF THE USA
Indiana Chamber of Commerce,"INDIANA CHAMBER OF COMMERCE, INC."
Lesley University,LESLEY UNIV
Clint Hackney & Co,Clint Hackney & Company
Cps Healthcare,CPS HEALTHCARE LLC
National Assn of Beverage Importers,"National Association of Beverage Importers, Inc."
Northwest Evaluation Assoc,Northwest Evaluation Association
Cathedral Candle Co,CATHEDRAL CANDLE CO
Southeast Georgia Health System,SOUTHEAST GEORGIA HEALTH SYSTEM
"City of Agoura Hills, CA",CITY OF AGOURA HILLS
Cavanaugh Law Firm,CAVANAUGH LAW FIRM
DuPont Co,E I DUPONT NEMOURS & CO
Chanda Plan Foundation,The Chanda Plan Foundation
Maryland-National Capital Park & Planning Comm,The Maryland-National Capital Park & Planning Commission
Franz & Driscoll,FRANZ & DRISCOLL
Coach USA,"COACH USA, INC"
Power Ahead Coalition,POWER AHEAD COALITION
Micron Technology,"MICRON TECHNOLOGY, INC"
Seventh Street Strategies,SEVENTH STREET STRATEGIES LLC
Home Depot,HOME DEPOT INC.
Teva Pharmaceuticals USA,TEVA PHARMACEUTICALS LTD
Comcast Corp,COMCAST 2001 PENNSYLVANIA AVE NW #500 WASHINGTON DC 20006
