,search_string,name,score
33771,Carter & Carter Associates,Carter's Inc.,0.926026978216763
18759,Connecticut Employment Lawyers Association,Connecticut Light & Power Co,0.9260262337968509
10031,California Representitive,California Resources Corp,0.9260259219318959
38643,Spectranetics,SPECTRASCIENCE Inc,0.9260054368907579
16731,Consumers Concrete Corporation,Consumer Capital Group Inc,0.9259904462671776
37843,"Strategic Reimbursement, Inc",Strategic Metals Ltd,0.9259799811158897
15227,First National Bank of Central Texas,First National Bank Alaska,0.9259717392412792
26412,"Western Alaska Sport Fishing, Inc.",Western Capital Resources Inc,0.9259557586750804
5261,Consumers advocate,Consumers Energy Co,0.9259481342658687
35982,Canadian Electricity Association,Canadian REIT Income Fund,0.9259326868791418
5587,New Jersey Senate,New Jersey Resources Corp,0.9259284549442842
39207,Great Dane Trailers Inc.,Great Elm Capital Group Inc,0.9259228550361063
16764,Lincoln Hospital,Lincoln National Corp,0.9259087090648961
36060,Industrial Safety Training Council,Industrial Services of America Inc,0.9258830546263693
27942,General Anesthesia Specialists Partnership,General Motors Co,0.925858067210269
34818,Allied Signal Laminate Systems,Allied World Assurance Company Holdings AG,0.925837901153629
8622,"Burlington Hotel Group, LLC",Burlington Northern Santa Fe LLC,0.9258312404182101
28226,Champions for Cetaceans Blog,Champion Iron Ltd,0.9258144412496074
11032,"Investment Horizons, Inc.",Investment Technology Group Inc.,0.9258096038536172
32121,Research Solvents & Chemicals,Research Solutions Inc,0.9258011628573982
13466,Eastern Coyote Research,Eastern Platinum Ltd,0.9257965832409814
16195,Arizona's Sportsmen for Wildlife Conservation,Arizona Public Service Co,0.9257561688783086
27337,Term,Team Inc,0.9257229906608554
16574,"Whole Foods, Inc.",Whole Foods Market Inc,0.9257170866427574
14803,Community Shares of Mid,Community West Bancshares,0.9257138625727777
27778,Northwest Iowa Power Cooperative,Northwest Pipeline Corp,0.9257081854157356
39044,Global Intellectual Property Center,Global Income & Currency Fund Inc,0.9256562245261724
36213,Independent Liquid Terminals Association,Independence Contract Drilling Inc,0.9256450631062739
13719,Mississippi River Collaborative,Mississippi Power Co,0.9256421649633816
12452,Children and Youth Organizations,Childrens Place Inc,0.9256331002263022
31743,Texas Industry Project,Texas Industries Inc.,0.9256323061133129
18169,Community Health Systems Professional Services Corporation,Community Health Systems Inc,0.9256272045146248
31137,William Klompus,Williams Cos Inc.,0.9256254929935023
9574,University Hospitals Case Medical Center,University Bancorp Inc,0.9255781642594638
11734,Northeast Iowa Community College,Northeast Indiana Bancorp Inc,0.9255652797653499
16867,Louisiana Bankers Association,Louisiana Bancorp Inc,0.9255549077357558
11521,Capital One,CapitalSource Inc.,0.9255322259620182
6800,American International Automobile Dealers Association,American International Industries Inc.,0.9255056594694615
25841,Phillip Pierce,Phillips 66,0.9255041855270215
38972,Ohio Edison Company,Ohio Edison Co,0.9254951944726649
36089,Ultimate Jet Shuttle,Ultimate Software Group Inc,0.9254942709904553
15277,cornerstone healthcare,Cornerstone Therapeutics Inc,0.9253381665452974
7097,University of Otago,Universal Stainless & Alloy Products Inc,0.925336736569071
7311,PHILLIPS Programs for Children and Families,Phillips 66 Partners LP,0.9253321983867392
18819,Kentucky Environmental Foundation,Kentucky Utilities Co,0.9253240591905245
13106,International Labor Rights Forum,International Lottery & Totalizator Systems Inc,0.9252984418703769
29499,Sonora Bank,Sonora Resources Corp,0.9252862596437177
30194,las vegas avicultural society,Las Vegas Sands Corp,0.9252838841189541
4526,COLUMBIA BUILDING SVCS INC,COLUMBIA INDIA CONSUMER ETF,0.9252801160274031
5054,Independent Bankers Association of Texas,Independence Realty Trust Inc,0.9252573857161706
28252,First National Bank of Steelville,First National Corp/VA,0.9252483305280083
33187,Global Shark Allianz,Global Tech Industries Group Inc,0.9252291560622371
35631,"Koppers Company, Inc.",Koppers Holdings Inc,0.925210485520747
27918,International Game Fish Association,International Game Technology,0.9252059793364094
19350,Allegheny County Health Department,Allegheny Valley Bancorp Inc.,0.9251605474259684
555,Tennessee State University,Tennessee Gas Pipeline Co,0.9251552911551123
2645,US Airways flight attendant,US Airways Group Inc,0.9251012579463004
10851,Great Lakes Pilot Advisory Committee,Great Plains Energy Inc,0.9250585808340899
35734,Bird Conservation Network,Bird Construction Inc,0.9250285849446042
33214,Alzheimer's Drug Discovery Foundatoin,Andover Mining Corp,0.9250270314782996
32381,Brady ISD,Brady Corp,0.9249860430791363
13184,Ocean Conservancy; Coral Reef Alliance,Ocean Shore Holding Co,0.924943890872848
27033,New Jersey Division of Family Development,New Jersey Mining Co,0.9249403837692927
15127,"Horizon Actuarial Services, LLC",Horizons S&P/TSX 60 ETF,0.9249071972039228
4535,COLUMBIA UNIVERSITY PATHOLOGISTS,COLUMBIA INDIA CONSUMER ETF,0.9249003544151303
5020,New York Organ Donor Network,New York Community Bancorp Inc.,0.9248859057499902
39217,"Global Glass, Inc.",Global X MSCI Colombia ETF,0.9248437652294703
29039,First National Bank of Bells-Savoy,First NBC Bank Holding Co,0.9248381742745352
27173,Charter School Lenders' Coalition,Charter Communications Inc,0.9248374184207668
35826,Nevada Four Wheel Drive Association,Nevada Gold Corp,0.9247947061642415
13419,Kentucky Waterways Alliance,Kentucky First Federal Bancorp,0.924787360762344
35182,National Security Agency,National Security Group Inc,0.9247535464338991
5655,New Jersey Speech-Language-Hearing Association,New Jersey Resources Corp,0.9247240176797231
37151,Crystal Creek Lodge,Crystal Peak Minerals Inc,0.9247062289922113
11250,Community Action Agency of St. Louis County,Communications Systems Inc.,0.9246935029365134
8676,Pacific Northwest Generating Cooperative,Pacific Webworks Inc,0.9246908565145772
26346,Piedmont Healthcare,Piedmont Office Realty Trust Inc,0.9246779146217429
10199,Delaware Electric Cooperative,Delaware Investments Colorado Municipal Income Fund Inc,0.9246260770466699
10071,California Date Commission,California Grapes International Inc,0.9246251554536095
10007,Western Municipal Water District,Western Financial Group Inc,0.9246236146710879
31007,Citizens Coal Council,Citizens Holding Co,0.9245904606927107
26272,Physicians for Social Responsibility Form,Physicians Formula Holdings Inc,0.9245705350776341
2968,Georgia Health Sciences University,Georgia Power Co,0.9245582996319046
10076,California Earthquake Authority,California Grapes International Inc,0.9245440827649727
17148,Green Earth Solar,Green Earth Technologies Inc,0.9245196751092221
10079,California State Council,California Grapes International Inc,0.9245194085990693
12245,Tennessee Division of Health Care Finance & Administration,Tennessee Valley Authority,0.9244280086506486
26344,Piedmont Health Group,Piedmont Office Realty Trust Inc,0.9243956010716541
31219,Taylor Morrison Home Funding,Taylor Morrison Home Corp,0.9243356473499613
14809,Community Shares of Greater Cincinnati,Community West Bancshares,0.9243123205102268
2639,US Airways Flight Attendant,US Airways Group Inc,0.9242806123790607
29963,Your Community Bank,Your Community Bancshares Inc,0.9242657012928834
26289,Valley Anesthesiology Consultants,Valley Republic Bancorp,0.9242463976297647
38279,International Wheat Gluten Association,International Lease Finance Corp,0.9242420930746228
4909,"Alaskan Salmon Safari, Inc.",Alaska Air Group Inc.,0.9242218582117241
13939,Center for Constitutional Litigation,Center Coast MLP & Infrastructure Fund,0.924199906234127
25974,First Tennessee Bank National Association,First M & F Corp,0.9241684272401592
14725,Community Health Charities of Ohio,Community Bancorp/VT,0.9241173126311659
31579,"Metropolitan Anesthesia Consultants, LLP",Metropolitan Health Networks Inc,0.9241075083468315
10472,"California Rural Legal Assistance, Inc.",California First National Bancorp,0.9240923517954578
6822,Rocky Mountain Rotors,Rocky Mountain Chocolate Factory Inc,0.9240649437371914
65,Edison Electric Institute,Edison Mission Energy,0.9240272603596636
15997,Montana Dept. of Agriculture,Monar International Inc,0.9240262990271869
5577,"Frontier Hot-Dip Galvanizing, Inc.",Frontier Communications Corp,0.9240213508325735
37160,Globalfoundries U.S. Inc.,Global X Funds Global X Social Media ETF,0.9239532356277872
34220,Lakeview Organics,Lakeview Hotel Investment Corp,0.9239419055702608
32355,Balanced Interiors,British Controlled Oilfields Ltd,0.9239394606131203
28210,Georgia Association of Convenience Stores,Georgia Carolina Bancshares,0.9239106060901504
16419,Great South Bay Brewery,Great Southern Bancorp Inc,0.9239081023652614
31514,Allergy Advocate,Allergan Inc.,0.9239070639974002
8673,Pacific Western Bank,Pacific Webworks Inc,0.923899888092845
30532,Converse County School District #2,Convergys Corp,0.9238824667404588
9441,Virginia Department of Housing and Community Development,Virginia Electric & Power Co,0.923852560080457
30048,Blackfoot River Brewing Company,Blackstone / GSO Long-Short Credit Income Fund,0.9238193209312686
8781,Northwest Horticultural Council,Northwest Pipe Co,0.9238088080799552
16703,Consumer Action,Consumer Capital Group Inc,0.9237719026466086
26911,Transatlantic Business Council,Transatlantic Mining Corp,0.9237697636849063
38407,"InSight Surgery & Laser Center LLC,",Insight Enterprises Inc,0.9237673619808745
32509,North Orange County Surgery Center,Northair Silver Corp,0.9237632053802991
14667,Community Health Consulting,Community Bancorp/VT,0.9237304917744198
11722,Independent Community Bankers of America,Independent Bank Corp.,0.9237262917283255
14479,Connecticut Natural Gas Corporation,Connecticut Water Service Inc,0.9237043141065667
33707,"Consolidated Environmental Management, Inc.",Consolidated Gems Inc,0.9236683041013342
14806,Community Human Services Corporation,Community West Bancshares,0.9236566321364114
38839,Southwest General Health Center,Southwestern Energy Co,0.9236419898001195
30898,Halcom Consulting llc,Halo Companies Inc,0.9236347603335077
729,Georgia Association of Manufacturers,Georgia Bancshares Inc,0.9236239028228626
9962,New England Organ Bank,New England Realty Associates LP,0.9236040223125308
28392,Farmers Bank of Liberty,Farmers National Banc Corp/OH,0.9235889455796287
17039,Pacific Whiting Conservation Cooperative,Pacific Drilling SA,0.9235884949728602
6891,Canadian Council of Motor Transport Administrators,Canadian Solar Inc,0.9235596585252719
32599,Start School Later,Start Scientific Inc,0.9235535942082281
32011,Five Town CSD,Five Below Inc,0.9235432036603151
34276,First Alternative Coop,First Asset Can-Financials Covered Call ETF,0.9235259370022887
26500,Pulaski County League of Women Voters,Pulaski Financial Corp,0.9235156868024954
14292,"Enterprise Vineyards, Inc.",Enterprise Financial Services Corp,0.9234798203809349
12534,Ingersoll Rand Residential Solutions,Ingersoll-Rand PLC,0.9234769092719616
32602,Start School Later Inc.,Start Scientific Inc,0.9234755652922122
28225,Champions for Cetaceans blog,Champion Iron Ltd,0.9234718663024319
3981,Washington State Health Benefit Exchange,Washington Real Estate Investment Trust,0.9234416832114748
10909,Western Association of Student Financial Aid Administrators,WestJet Airlines Ltd,0.9234240968713072
29622,Builder LLC,Builders FirstSource Inc,0.9234211620223468
14106,First Focus,First Mining Gold Corp,0.9234173374436616
12009,Pennsylvania Manufactured Housing Association,Pennsylvania Electric Co,0.9233931214612578
2267,Illinois-Indiana Sea Grant,Illinois Tool Works Inc.,0.9233616532981078
4895,Alaska Native Tribal Health Consortium,Alaska Air Group Inc.,0.9232765875027175
31484,Global Renewable Strategies and Consulting LLC.,Global Axcess Corp,0.9232306480035817
7363,Citizens National Bank,Citizens Community Bancorp Inc,0.9232121456407225
29949,Allison Transmission,Allison Transmission Holdings Inc,0.9232113652433637
27698,Washington State University Extension,Washington Gas Light Co,0.9231909607067574
38234,"Vascular and Spine Institute, Inc.",Vascular Solutions Inc,0.9231653858487715
34364,Planet Labs Inc.,Planet Payment Inc,0.923142404512463
29154,Southwest Kansas Royalty Owners Ass.,Southwest Bancorp Inc,0.9231411804283307
35862,North American CRO Council Incorporated,North American Construction Group Ltd,0.9230966207936094
3226,Virginia Department of Education,Virginia Energy Resources Inc,0.9230762972255855
6305,Ocean Protection Coalition of Mendocino,Ocean Bio-Chem Inc,0.9230633644411534
5674,New Jersey For Health Care,New Jersey Resources Corp,0.9230343602479492
31395,Canadian Bison Association,Canadian Banc Capital Securities Trust,0.923026177502043
18120,"Superior Steel Products, Inc.",Super Micro Computer Inc,0.9230190182044009
25943,Industrial Energy Consumers of America,Industrial Select Sector SPDR Fund,0.9229768326078076
33417,Black Canyon Surgical Center,Black Hills Corp,0.9229546398802385
28579,Northwest Urethane,Northwest Natural Gas Co,0.9229490682392462
35537,Eagle Star Mortgage,Eagle Materials Inc,0.9229367955661939
18767,Connecticut Hospital Association,Connecticut Light & Power Co,0.9229360435343478
31339,Palmetto Brick Company,Palmetto Bancshares Inc,0.9229305845161152
35954,"Interra Energy, Inc.",Intertainment Media Inc,0.922915217870767
17949,Adams County Engineers,Adams Golf Inc.,0.9229135370546212
38305,Diamond Shamrock Corporation,Diamonds North Resources Ltd,0.9228989035613825
34632,"Golden Heritage Foods, LLC",Golden River Resources Corp,0.9228747400134382
10310,Florida Institute of Technology Aviation,Florida Power & Light Co,0.9228598544751035
29225,Heartland Campus Solutions,Heartland Payment Systems Inc,0.9228223863616435
10456,"Florida Line of Astatula, Inc.",Florida Power & Light Co,0.9228190312571065
32339,CitizenSpeak,Citizens Inc.,0.9227802985888726
28206,Georgia Society of Radiology,Georgia Carolina Bancshares,0.9227610871552666
18557,North American Laminate Flooring Association,North American Tungsten Corp Ltd,0.9227602932785934
19016,Progressive Democrats of America,Progressive Waste Solutions Ltd,0.9227504271971254
15207,First National Bank in Philip,First National Bank Alaska,0.9227453956752943
28354,Electronic Behavioral Health Information Network,Electronic Cigarettes International Group Ltd,0.9226802651932835
10595,California Rural Legal Assistance Incorporated,California First National Bancorp,0.9226779926895677
28387,Lincoln County School District No.,Innocoll Holdings Plc,0.9226664536843853
25967,Community Action Commission of Fayette County,Community Shores Bank Corp,0.9226455169566654
2883,Georgia Conservancy,Georgia Power Co,0.9226255911453574
32361,Partners Financial,Partners Value Split Corp,0.9225898023594189
15902,Lincoln University,Lincoln Educational Services Corp,0.9225627156440342
10040,California Coverage & Health Initiatives,California Resources Corp,0.9225457247038599
11960,Pennsylvania Fish & Boat Commission,Pennsylvania Electric Co,0.922528780270294
32173,Seneca Valley School District-Food Service Dept.,Seneca Foods Corp.,0.9225175372145406
32550,Bridgman Public Schools,Bandera Gold Ltd,0.9225161925435141
35354,Green Science Policy Institute,Green Plains Inc,0.9225013610717392
8970,Environment North Carolina,Environmental Tectonics Corp,0.9224952014930744
39020,"Quantum Chemical Corporation, USI Division",Quantum Corp,0.9224755687495027
31112,"First Class Mortgage V ,Inc.",First Community Bancshares Inc,0.9224632575286218
38962,CNH Industrial N.V. Case New Holland,CNH Industrial N.V.,0.9224175136935877
8600,Orange County Office,Orange & Rockland Utilities,0.92240153883828
1436,Sierra Club California,Sierra Oncology Inc,0.9223746933428592
18293,Christ Community,Christopher & Banks Corp.,0.9223654207191211
35346,Ohio Dept of Health,Ohio Legacy Corp,0.9223621766632903
8976,Environmental Health,Environmental Tectonics Corp,0.9222375026935105
10073,California Safe Schools,California Grapes International Inc,0.9222266981223834
33167,Citrus County Schools,Cirrus Logic Inc.,0.9222183539767297
12609,Western Carolina Industries,Western Liberty Bancorp,0.9221992723039409
8968,Environmental Advocates of New York,Environmental Tectonics Corp,0.9221775349018112
274,California Grape & Tree Fruit League,California Water Service Group,0.9221449128709289
33180,Manitoba Beef Prodcuers,Manitoba Telecom Services Inc,0.9221417935744155
16541,Peoples National Bank of Mora,Peoples Bancorp,0.9221283577505388
3709,Colorado Cattlemen s Assocaition,Colorado Interstate Gas Co,0.9220758351790281
19366,Manhattan Beach USD,Manhattan Associates Inc,0.9220409097029404
28337,Home Loan Savings Bank,Home Loan Servicing Solutions Ltd,0.9220323384105157
32380,"Northstar Aquatics, Inc.",NorthStar Realty Europe Corp,0.9220281638183014
29137,"Community Capital Management, Inc.",CommunityOne Bancorp,0.9220069403502943
8851,California Coastal Rural Development Corporation,California Petroleum Transport Corp,0.9219932452188344
13736,Mississippi House Ways and Means Committee,Mississippi Power Co,0.9219409825435277
37894,"Innovative Chemical Technologies, Inc.,",Innovative Composite International Inc,0.9219364063655342
27065,Cornerstone Community FCU,Cornerstone OnDemand Inc,0.9218869587911853
28576,Northwest Imaging,Northwest Natural Gas Co,0.9218429963093069
32022,Lightpath,LightPath Technologies Inc,0.9218350485072572
14989,EarthCare Fund,Earth Search Sciences Inc,0.921834074017486
14615,"Golden Key Opportunity, Inc.",Golden Phoenix Minerals Inc,0.9218118445833332
1763,Californina Air Resources Board,California Republic Bancorp,0.9217982797130512
17118,"Fresenius Medical Services Group, LLC",Fresenius Medical Care AG &Co KGAA,0.9217822217627993
31217,Liberty Maritime Corporation,Liberty Star Uranium & Metals Corp,0.921738407617382
29007,FNB Bank,FNB Bancorp,0.9217257699565364
14503,Connecticut General Assembly,Connecticut Water Service Inc,0.9217007649368173
30611,"Paramount Farms, Inc.",Paramount Resources (TEC) Ltd,0.9216454503983772
8731,Virginia Health Care Foundation,Virginia Heritage Bank,0.9216394623603522
34796,BIG ROCK AMUSEMENTS,Big Rock Brewery Inc,0.9216381156403188
26879,Citizens' Council for Health Freedom,Citizens Financial Group Inc,0.9216335116001114
35733,Genesis HealthCare LLC,Gelesis Inc,0.9216211294754297
18601,Evergreen Commons,Evergreen Gaming Corp,0.9216140002891341
38242,American Energy Alliance,American Energy Group Ltd.,0.9215962601244477
34086,Carbondale City Council,Carbon Energy Corp,0.921588712207039
35754,Energy Citizens,Energy Income Fund,0.9215758704881569
28158,Georgia Community Bancorp,Georgia Carolina Bancshares,0.9215474902213834
10182,Western Sugar Cooperative,Western Sierra Mining Corp.,0.9215374047338384
2941,Georgia Institute of Technology student,Georgia Power Co,0.9214594204495224
28786,Fidelity Mortgage Corporation,Fidelity MSCI Materials Index ETF,0.9214182189911803
26609,Columbus Coalition for the Homeless,Columbus McKinnon Corp,0.9214116918641169
37734,Alberta Alodial Prosperity Association,Alberta Oilsands Inc,0.9213927342606393
831,Southwestern Medical Center,Southwestern Electric Power Co,0.9213688943773076
11897,Pennsylvania Academy of Dermatology and Dermatologic Surgery,Pennsylvania Electric Co,0.921357165026224
6113,Wisconsin Medical Society,Wisconsin Electric Power Co,0.9213528871405906
38209,"Blackburn Ford Sales, Inc.",Black River Petroleum Corp,0.9213283131372766
13428,Kentucky Dept. for Community Based Services,Kentucky First Federal Bancorp,0.9213084792318773
5055,Independence State Bank,Independence Realty Trust Inc,0.9212951506534236
8958,Environmental Technology Council,Environmental Tectonics Corp,0.9212670838274507
26060,Terese Ueno,Terex Corp,0.9212649132971684
34910,"Timberland Associates, LLC",Timberland Bancorp Inc,0.9212619662492335
35502,"Global Trade Advisory, Ltd.",Global Arena Holding Inc,0.9212536650259514
19409,Indiana Kentucky Electric Corporation,Indiana Michigan Power Co,0.9212452173639787
37855,Colgate Palmolive Company,Colgate-Palmolive Co,0.9212233477666568
34501,Protect Sacred Sites,Protea Biosciences Group Inc,0.9212149809556097
26249,Physicians Committee for Responsible Medicine,Physicians Formula Holdings Inc,0.9211782072087845
9288,Alabama Rural Water Association,Alabama Graphite Corp,0.9211627965097037
29815,Pinnacle Airlines Inc.,Pinnacle Financial Partners Inc,0.9210855441506712
33608,"Milestone Financial Associates, LLC",Milestone Scientific Inc.,0.9210791036001034
34372,Carlisle Construction Materials,Carlisle Companies Inc,0.9210767860423996
11993,Pennsylvania Food Merchants Association,Pennsylvania Electric Co,0.9210572463331929
18195,Carroll County Public Schools,Carbonite Inc,0.9210448925430124
4979,"New York Portfolio Clearing, LLC",New York Community Bancorp Inc.,0.9210318365032991
17430,Alliance for Human Research Protection,Alliance Data Systems Corp -Pro Forma,0.921012150688554
31906,Delphi Consulting Group DCG,Delphi Financial Group Inc,0.9209680410176718
12547,New York Early Intervention Providers,New York St Elec & Gas Corp,0.9209604512524998
12420,"Children's Academy of Motivation, Education & Love",Childrens Place Inc,0.9209147273594764
26643,Washington Community Reinvestment Association,Washington Prime Group Inc,0.920902455735148
16397,Philadelphia Regional Port Authority,Philadelphia Energy Solutions Inc,0.9209006459943931
38619,Headwaters Resources,Headwaters Inc,0.9208620674197207
9228,Environmental Control,Environmental Tectonics Corp,0.9208536136656497
36208,Independent Liquid Terminals Assocation,Independence Contract Drilling Inc,0.9208154598431048
8847,California Central Coast Association of Occupational Health Nurses,California Petroleum Transport Corp,0.9207566437785571
27703,Alliance for Home Health Quality & Innovation,Alliance Data Systems Corp,0.9207467458096948
30424,Canadian Patent Utility Coalition,Canadian Imperial Bank of Commerce,0.9207351631781749
32005,Liberty Charter School,Liberty Broadband Corp,0.9206902202646304
11997,Pennsylvania House of Representatives,Pennsylvania Electric Co,0.9206797381267606
27048,New Jersey Anti-Hunger Coalition,New Jersey Mining Co,0.9206450689367061
31125,Oxford University Bank,Oxford Industries Inc.,0.9206218624695975
14607,Golden Ponds Farm,Golden Phoenix Minerals Inc,0.9206066484170633
30331,Performance Coatings Corporation,Performant Financial Corp,0.9205711874881887
33172,Citrus County School Board,Cirrus Logic Inc.,0.9205695007014695
8725,Virginia Health Care Association,Virginia Heritage Bank,0.9205682983720758
8899,California Alfalfa and Forage Association,California Petroleum Transport Corp,0.9205600928355009
18887,Family Foot and Ankle Specialists,Family Dollar Stores Inc.,0.9205593313199197
3712,Colorado Cattlemens Association,Colorado Interstate Gas Co,0.9205423416053233
15539,Federal Employee,Federal Signal Corp.,0.9205284470574169
8944,Environmental Law Institute,Environmental Tectonics Corp,0.9205202342624627
6434,Texas Organization Project,Texas Roadhouse Inc,0.9205198487145086
29491,Premier Business Bank,Premier Biomedical Inc,0.9205000148241145
8982,Environmental Management,Environmental Tectonics Corp,0.9204972899510643
31372,Augustine Fisheries,Augustine Ventures Inc,0.9204899658138852
12351,Children's Healthcare of Atlanta,Childrens Place Inc,0.9204827215053849
18066,"Robert B. Fitzpatrick, PLLC",Robert Half International Inc.,0.920456535056832
18756,Connecticut Early Childhood Alliance,Connecticut Light & Power Co,0.9204544106427018
27290,Citizens Bank & Trust Marks,Citizens Bancshares Corp,0.9204346189063766
16642,Guardian of the Earth,Guardian Capital Group Ltd,0.9204031689484394
30969,New Concord Fire Department,New Concept Energy Inc,0.9204017209060039
8596,Orange County Peace Coalition,Orange & Rockland Utilities,0.9204017003444115
28399,Farmers Co-op Mercantile Co.,Farmers National Banc Corp/OH,0.920400468331435
9430,virginiasilkart,Virginia Electric & Power Co,0.920385335201587
31139,William Korach,Williams Cos Inc.,0.9203758153198647
7716,Citizens for Health Freedom,Citizens First Corp,0.9203734504034627
29270,First State Bank of Uvalde,First Trust/Aberdeen Emerging Opportunity Fund,0.920351346575994
14591,First State Bank & Trust Company,First Mariner Bancorp,0.9203440969346262
34152,Golden Triangle Sportfishing LLC,Golden Predator Mining Corp,0.9203349607211406
14733,Community Health Charities California,Community Bancorp/VT,0.9203206781212748
2874,Georgia Institute of Technology,Georgia Power Co,0.920300435705514
33705,Consolidated Electric Cooperative,Consolidated Gems Inc,0.920281931928638
14790,Community Investment Corporation,Community West Bancshares,0.9202650376894943
27670,Washington State Universtiy,Washington Gas Light Co,0.9202049634452749
6667,Alabama Pulp & Paper Council,Alabama Power Co,0.9201437726352273
1668,"California Lesbian,",California Republic Bancorp,0.9201376408376637
19242,Multiple organizations,Multi-Color Corp,0.9201282356223582
18802,Farmers State Bank of Munith,Farmers & Merchants Bancorp Inc,0.9201068637655436
7410,Kentucky Association of School Admistrators,Kentucky Bancshares Inc,0.9200897382899886
5657,New Jersey Special Education Practitioners,New Jersey Resources Corp,0.9200811818905069
16316,Cleveland Watkins,Cleveland-Cliffs Inc,0.9200621920057397
1064,Norfolk Southern Railway Company,Norfolk Southern Corp,0.9200126890287275
8804,California Coastal Commission,California Petroleum Transport Corp,0.9200096501180649
16097,Colorado House of Representatives,Colorado Resources Ltd,0.9199987138990892
18209,Carroll County Times,Carbonite Inc,0.9199689079872737
5107,Private Practice Section of APTA,Private Bank of California,0.9199316165738478
10517,California,California First National Bancorp,0.9198887763273762
32304,First Team Environmental,First American Financial Corp,0.9198717425567264
7299,Coastal Conservation League,Coastal Contacts Inc,0.919850568692449
30213,Computer Literacy Program for Underprivileged,Computer Software Innovations Inc,0.9198258183098877
8890,California Mental Health Planning Council,California Petroleum Transport Corp,0.9198225906594174
16527,Two Rivers Coalition,Two River Bancorp,0.9198174203349324
32364,Partnership for Active Transportation,Partners Value Split Corp,0.9197914935742488
5557,West York Area School District,West Coast Bancorp,0.9197433393049357
304,California Department of Rehabilitation,California Water Service Group,0.9197142046206942
12744,Western Energy Alliance,Western Energy Services Corp,0.9197066319964491
30397,advanced cardiovascular associates,Advanced Accelerator Applications SA,0.9197020092864755
17361,Western Fishboat Owners Association,WesternOne Inc,0.9196881742775942
8894,California LGBT Health & Human Services Network,California Petroleum Transport Corp,0.9196846272880339
9289,Alabama Coast United,Alabama Graphite Corp,0.9196498426366188
29162,Southwest Kansas Royalty Owners Assoc.,Southwest Bancorp Inc,0.9196479305770061
9954,New England Interstate Water Pollution Control Commission,New England Realty Associates LP,0.9196472603324941
29524,Spindletop Center,Spindletop Oil & Gas Co,0.9196386436986105
11973,Pennsylvania Department of Agriculture,Pennsylvania Electric Co,0.9195925559814092
12446,Children's Home + Aid Society of Illinois,Childrens Place Inc,0.9195781157069742
27007,Alliance of American Insurers,Alliance Resource Partners LP,0.9195615009194731
37850,People Incorporated,Peoples-Sidney Financial Corp,0.9195523999816192
16523,Two River Community Bank,Two River Bancorp,0.9195327654360372
14745,Community Radiology,Community Bancorp/VT,0.9195289487199663
32584,Spring ISD Child Nutrition Department,Springleaf Holdings Inc,0.9194913043688
3565,Albemarle County VA,Albemarle Corp,0.9194812404663448
15795,California Dried Fruit Coalition,California Gold Mining Inc,0.9194251525324855
37767,Pacific Alliance Medical Center,Pacific Continental Corp,0.9194135508341088
30530,Yadkin County Schools,Yadkin Financial Corp,0.919374071153997
1768,California society of anesthesiologists,California Republic Bancorp,0.9193468170584849
26432,Manhattan Community Board,Manhattan Bancorp,0.9192780682606522
31980,Fuel for the Body and MInd,Fuel Systems Solutions Inc,0.9192776908870435
37620,Market Staging Inc.,Market Vectors Bank and Brokerage ETF,0.9192754137612437
5900,Advanced Medical Technology Association,Advanced Voice Recognition Systems Inc,0.9192537346229231
11523,"Capital Advisors Group, Inc.",CapitalSource Inc.,0.9192516103779438
5676,Southern Shrimp Alliance,Southern Michigan Bancorp Inc,0.9192462097593828
19239,Multiple Organizations,Multi-Color Corp,0.9192309749040714
13965,Center for Coastal Conservation,Center Coast MLP & Infrastructure Fund,0.9192174784532581
39057,Eaton Vance Management,Eaton Vance Tax-Managed Buy-Write Income Fund,0.9191986967706989
31982,Fuel for the Body and Mind,Fuel Systems Solutions Inc,0.9191975983038989
26914,Central Valley Children's Services Network,Central GoldTrust,0.919175120771544
29657,Highlands Physicians Inc.,Highland Copper Company Inc,0.9191345941945926
8448,CENTERPOINT HUMAN SERVICES,Centerpoint Energy Resources Corp,0.9191202229773741
17792,South Carolina Credit Union League,South Carolina Elec & Gas Co,0.9190734141397485
243,California Department of Transportation,California Water Service Group,0.9190687667910606
31437,International Adhesions Society,International Business Machines Corp,0.9190678179384537
26526,Franklin County landowner,Franklin Financial Corp,0.9190620367483374
4726,Alaska Cruise Association,Alaska Communications Systems Group Inc,0.9190593870258154
18782,Connecticut Galvanizing,Connecticut Light & Power Co,0.9190500884586559
8701,Virginia Agribusiness Council,Virginia Heritage Bank,0.9190238306166945
15418,Appalachian Plastics Inc.,Appalachian Power,0.9190210008285248
1711,California Healthcare Institute,California Republic Bancorp,0.9190072804561287
2679,North American Power,North American Palladium Ltd.,0.9190043614999781
31885,Columbia Elementary School,Columbia Seligman Premium Technology Growth Fund Inc,0.9189708087462161
17534,Rockford Orthopedic,Rockford Corp,0.9189336785403227
14720,Community Health Charities of Colorado,Community Bancorp/VT,0.9189336510003444
4797,Monsanto Stop!,Monsanto Co,0.9188620161871504
39143,Monarch Plastic Inc.,Monarch Casino & Resort Inc,0.9188566061525949
26651,Washington Blueberry Commission,Washington Prime Group Inc,0.9188338184167592
10078,California Employment Lawyers' Association,California Grapes International Inc,0.9187890148266058
11247,Communications Workers of America,Communications Systems Inc.,0.9187782111753744
