query_string,candidate_string,match
"NRG Energy, Inc.",NRG Cadillac Operations Inc.,
Lee County,"Lee County Landfill, Inc.",
Alcoa Inc.,Alcoa Corporation,1.0
NRG Energy,NRG South Central Operations Inc.,
Alexander Turner,"Alexander & Alexander Services, Inc.",0.0
"NRG Energy, Inc.",NRG Central US LLC,
"NRG Energy, Inc.",NRG Northeast Generating LLC,
"NRG Energy, Inc.","Nrg Marsh Landing Holdings, Llc",
Marshall,"Marshall Wind 2, LLC",0.0
Cameron,"Cameron Environmental, Inc.",0.0
Calpine Corporation,Calpine Steamboat Holdings Llc,
"Brazos Electric Power Cooperative, Inc.","Cajun Electric Power Cooperative, Inc.",0.0
Alcoa Inc.,Alcoa Power Generating Inc.,
Entergy Corporation,"Entergy Power, LLC",
Dynegy Inc.,"Dynegy Coal Holdco, LLC",
Lockheed Martin et al.,Lockheed Martin Training Solutions,
National Energy,National Energy Equipment Inc.,
"Energy Policy, Duke Energy","Duke Energy Zimmer, LLC",
"Thomas G. Harrell, Chief Executive Officer (CEO), Alger Delta Cooperative Electric Association",Alger Delta Cooperative Electric Association,
Dynegy Inc.,Dynegy Energy Partners LP,
Entergy Corporation,Entergy Nuclear Fuels Company,
Pacific Energy Strategies LLC,Pacific Energy Resources Ltd.,0.0
"NRG Energy, Inc.",NRG Affiliate Services Inc.,
"UNS Electric, Inc. and UNS Gas","UNS Electric, Inc.",
Calpine Corporation et al.,"Calpine Construction Management Company, Inc.",
Power,"Power Line Services, Inc.",0.0
MEd,MED-EL GmbH,0.0
Generation,"Generation Zero Group, Inc.",0.0
Jane,Jane Butel Corp.,0.0
Operational Efficiency,Operational Services Inc,0.0
Harrisburg,"Harrisburg Bancshares, Inc.",0.0
"Environment,  NRG Energy, Inc.",NRG Energy Efficiency-L LLC,
Kurt,Kurt Salmon US Inc.,0.0
"Buckeye Power, Inc.","Buckeye Partners, L.P.",0.0
Jackson,Jackson Lake Lodge Corp.,0.0
Invenergy LLC,Invenergy Wake Wind Holdings LLC,
NRG Energy,NRG MidAtlantic Affiliate Services Inc.,
America's Power.,America First Prep Fund L.P.,0.0
"Brazos Electric Power Cooperative, Inc.","Brazos Power Marketing Cooperative, Inc.",
NRG Energy,NRG International LLC,
Entergy Corporation,Entergy Wholesale Commodities,
Entergy Corporation,Entergy Arkansas Capital I,
"Marathon Petroleum Company, LP","Marathon Petroleum Timor Gap East, Ltd.",
"Trading, TransCanada Corporation",TransCanada Corporation,
Nucor Steel - Arkansas and Nucor-Yamato Steel Company,Nucor Steel Sales Corp,
Ameren,Ameren Development Company,
NiSource,"NiSource Retail Services, Inc.",
Lockheed Martin et al.,Lockheed Martin ORINCON Corporation,
Clayton Knippa,"Clayton Group, Inc.",
Shelby,"Shelby American, Inc.",0.0
Duke Energy,"Duke Energy Marketing America, LLC",
NRG Energy,NRG Northeast Affiliate Services Inc.,
"NRG Energy, Inc.",NRG Dunkirk Operations Inc.,
"Caterpillar, Inc.",Caterpillar Global Mining LLC,
"General Manager, Firelands Electric Cooperative, Inc.",Firelands Electric Cooperative Inc.,
Head,"Head Leasing, LLC",0.0
Ameren,Ameren Transmission Company,
Ameren Missouri,Ameren Capital Trust II,
National Grid,National Grid North America Inc.,1.0
Entergy Corporation,Entergy Louisiana Capital I,
Structural,"Structural Metals, Inc.",0.0
Xcel Energy,Xcel Energy - Pingp,
"Midwest Energy Efficiency Alliance, et. al.","Midwest Energy, Inc.",
Partner,Partner Rentals Limited,0.0
SFR,"SFR, LLC",0.0
Holland,Holland Services LLC,0.0
Sutherland,Sutherland Asset I,
Entergy Corporation,Entergy Nuclear Holding Company # 2,
PSEG Nuclear,PSEG Power Capital Trust IV,
PSEG Nuclear,PSEG Power LLC,
Berkshire Hathaway Energy,Berkshire Hathaway GUARD Insurance Companies,
Ameren,Ameren Edwards Power Plant,
"NRG Energy, Inc.",NRG Sterlington Power LLC,
Midwest Energy,"Midwest Renewable Energy, LLC",
Marathon Petroleum Company LP,Seaview Petroleum Company LP,0.0
"Metropolitan County Council (Metropolitan Government of Nashville and Davidson County), City of Nashville, Tennessee",Electric Power Board of The Metropolitan Government of Nashville & Davidson County,
Energy,Energy 1 Corporation,
Regulatory,"Regulatory Economics Group, LLC",0.0
"PSEG Nuclear, LLC",PSEG Power Capital Trust I,
"NRG Energy, Inc.",NRG Connecticut Peaking Development LLC,
NRG Energy,NRG Rocky Road LLC,
"Environment,  NRG Energy, Inc.","NRG Energy Center Oxnard, LLC",
Energy Workgroup,"Energy, Inc.",0.0
Powder River Energy Corporation for T.,Powder River Coal Corp.,
Covanta Energy,"Covanta Macarthur Renewable Energy, Inc",
"American Municipal Power, Inc. (AMP) and Executive Director, Ohio Municipal Electric Asociation","American Municipal Power, Inc.",
Entergy Corporation,Entergy Nuclear Holding Company # 1,
Mary,"Mary Black MOB II, L.P.",0.0
Covanta Energy,"Covanta Fairfax, Inc.",
NRG Energy,"LaHarpe-NRG, L.L.C.",
Sharon,Sharon Energy Ltd.,0.0
"Environment,  NRG Energy, Inc.",NRG Metals Inc.,
Science,Science Park Center Llc,0.0
Dominion Resources Services,Dominion Resources Black Warrior Trust,
Dean,"Dean West II, LLC",0.0
Ohio Valley Electric Corporation (OVEC) and Indiana-Kentucky Electric Corporation,Ohio Valley Gas Corporation,
Southern Company,Southern Company Gas Capital Corporation,
"Environment,  NRG Energy","NRG Wind, LLC",
"NRG Energy, Inc.",NRG Pittsburgh Thermal Inc.,
NRG Energy,NRG Oswego Harbor Power Operations Inc.,
"Energy Consulting Group, Cooperative Energy Incorporated",Cooperative Energy Incorporated,
"Eastman Chemical Company, Texas Operations",Eastman Chemical Financial Corporation,
Midwest Energy,"Midwest Wind Energy, LLC",0.0
"NRG Energy, Inc.",NRG MidAtlantic Affiliate Services Inc.,
Corning Incorporated,Corning TV Glass Inc.,
Verso Paper Corp.,Verso Corporation,1.0
Northeast Energy Efficiency Partnerships,Northeast Energy LP,0.0
Arkansas Electric Energy Consumers,Arkansas Electric Cooperative Corporation,
"Luminant Generation Company, LLC",Luminant Holding Company LLC,
Calpine Corporation,Calpine-EMI Marketing LLC,
Siemens Energy Inc.,Siemens Energy Packaged Power Solutions,
LS Power Group,"LS Power Associates, L.P.",
National Grid,National Grid Electric Services LLC,
Duke Energy,"Duke Energy Trading and Marketing, LLC",
FirstEnergy Corporation,"FirstEnergy Transmission, LLC",
"Energy Policy, Duke Energy",Duke Energy Murray Llc,
"Covanta Energy, LLC","Covanta Macarthur Renewable Energy, Inc",
Entergy Corporation,Entergy Wholesale Operations,
Dynegy Inc.,"Dynegy Power Marketing, LLC",
Ivanhoe,Ivanhoe Energy Inc.,
"NRG Energy, Inc.",NRG Texas LP,
Hoffman,Hoffman Mining Inc,0.0
NextEra Energy,"Nextera Energy Management Partners, Lp",
Knoxville,"Knoxville HMA Holdings, LLC",0.0
Elizabeth,"Elizabeth Lange, LLC",0.0
Ameren Missouri,Ameren Illinois Company,
"L.L.P.,",P.L.P.S. Inc.,0.0
The General Electric Company,General Electric Company,1.0
Dana D. Davis,Dana Limited,0.0
Snowbird Ski,"Snowbird, Inc.",0.0
Sustainable Energy,"Sustainable Energy Development, Inc.",0.0
Interstate Natural Gas Association of America,Interstate Natural Gas Co.,0.0
Alaska Power Association,Alaska Power Company,
Robert  P,"Robert V. Jensen, Inc.",0.0
"Indiana Energy Association (IEA),","Indiana Energy, Inc.",0.0
National Energy,"National Energy Services, Inc.",0.0
Honeywell,"Honeywell, Inc.",1.0
Wisconsin Energy Institute,Wisconsin Energy Capital Corporation,0.0
Harrison County,"Harrison County Landfill, LLC",0.0
Lawrence P. Nordell,"Lawrence Pumps, Inc.",0.0
New York,"New York Medical, Inc.",0.0
Black Warrior EMC,Black Warrior Methane Corp.,0.0
Mt. Pleasant ISD,"Mt. Pleasant Street Bakery, Inc",0.0
Hanson,Hanson Limited,0.0
Structural,Structural Holdings Inc,0.0
Ambassador,Ambassador Gold Limited,0.0
Shreveport,Shreveport Capital Corp.,0.0
United Mine Workers,United Mine Services Inc,0.0
Energy,"Energy IV, LLC",0.0
Charles B.,"Charles P. Bagby Company, Inc.",0.0
Rural Electric Membership Corporation,"Rural Electric Cooperative, Inc.",0.0
Martin J.,"Martin Hospital Company, LLC",0.0
"CNA, Corporation",CNA Trust Corporation,0.0
Speedway,Speedway LLC,1.0
"Energy Coordinator, Marathon Petroleum Company","Energy Petroleum Company, Inc.",0.0
Infrastructure,Infrastructure Materials Corp. US,0.0
American Wind Energy Association (AWEA) et al.,"American Wind Alliance, LLC",0.0
Clearwater,"Clearwater Energy, Inc.",0.0
"Darke Rural Electric Cooperative, Inc.","Dubois Rural Electric Cooperative, Inc.",0.0
Rural Electric Membership Corporation,Northeastern Rural Electric Membership Corporation,0.0
Oregon Rural Electric Cooperative Association,Linn County Rural Electric Cooperative Association,0.0
"Empire Electric Association, Inc.","Empire Electric, Inc.",0.0
Washington Rural Electric Cooperative Association,"Butler Rural Electric Cooperative Association, Inc.",0.0
Lyon Rural Electric Cooperative,"Rural Electric Cooperative, Inc.",0.0
International Brotherhood of Boilermakers,"International Brotherhood of Boilermakers, Iron Ship Builders, Blacksmiths, Forgers and Helpers",1.0
Carroll Electric Membership Corporation,Carroll White Rural Electric Membership Corporation,0.0
Darke Rural Electric Cooperative,"Rural Electric Cooperative, Inc.",0.0
Abraham,"Abraham & Straus, Inc.",0.0
Energy Resources,Energy Resources Exchange Inc,0.0
New Mexico Rural Electric Cooperative Association,"Butler Rural Electric Cooperative Association, Inc.",0.0
Renewable Energy,Renewable Energy Limited,0.0
"H, Richards",H. Richards Oil Co,0.0
Tricounty Rural Electric Cooperative,"Rural Electric Cooperative, Inc.",0.0
Southwest Power Pool Regional State Committee,"Southwest Power Pool, Inc.",1.0
City Water and Light,"City Water, Light & Power",0.0
Energy Alliance,Alliance Energy LLC,0.0
"Lorain-Medina Rural Electric Cooperative, Inc.","Union Rural Electric Cooperative, Inc.",0.0
Colorado Rural Electric Association,Federated Rural Electric Association,0.0
Phil M.,Phil-Island Inc,0.0
"Poudre Valley Rural Electric Association, Inc.","Southwest Rural Electric Association, Inc.",0.0
Wheatland Rural Electric Association,Federated Rural Electric Association,0.0
Minnesota Rural Electric Association,Federated Rural Electric Association,0.0
Nevada Rural Electric Association,Pennsylvania Rural Electric Association,0.0
Benton Rural Electric Association,Pennsylvania Rural Electric Association,0.0
Distributed Wind Energy Association,Distributed Wind Systems LLC,
Woodlands,Woodlands Bank,0.0
McPhillips,Mcphillips Agency,0.0
Southwest Energy Efficiency Project,"Southwest Energy, L.P.",0.0
Better Homes,Better Homes & Gardens Magazine,
Union County Electric Cooperative,"Union Rural Electric Cooperative, Inc.",0.0
Anthony,Anthony Co.,0.0
Nebraska Rural Electric Association,Pennsylvania Rural Electric Association,0.0
Midwest Energy,Midwest Energy Co.,1.0
Rural Electric Membership Corporation,The Satilla Rural Electric Membership Corporation,0.0
"Darke Rural Electric Cooperative, Inc.","Union Rural Electric Cooperative, Inc.",0.0
Energy Resources,Energy Resources Technology Inc,0.0
Washington Rural Electric Cooperative Association,Linn County Rural Electric Cooperative Association,0.0
Carroll Electric Membership Corporation,The Carroll Electric Membership Corporation,0.0
Renewable Energy,"Renewable Energy Group, Inc.",0.0
New Mexico Rural Electric Cooperative Association,Linn County Rural Electric Cooperative Association,0.0
Lyon Rural Electric Cooperative,T.I.P. Rural Electric Cooperative,0.0
Empire Electric Association,"Empire Electric, Inc.",0.0
Analysis Group,"The Analysis Group, LLC",1.0
"General Counsel to Central Electric Power Cooperative, Inc.","Central Electric Power Cooperative, Inc.",1.0
"Chief Executive Officer (CEO), Fleming-Mason Energy Cooperative, Inc.","Fleming-Mason Energy Cooperative, Inc.",1.0
the Southwest Power Pool,"Southwest Power Pool, Inc.",1.0
Michigan Electric,"Michigan Electric Transmission Company, LLC",0.0
New Hope Power Company,New Hope Power Limited Partnership,1.0
Alex F.,"Alex Energy, Inc.",0.0
Martin J.,Martin Oil Company,0.0
American Electric Power (AEP) shareholders,"American Electric Power Company, Inc.",0.0
Energy Solutions,Energy Solutions Holdings Inc.,0.0
"Energy Policy, Duke Energy","Duke Energy North America, LLC",1.0
The Bard Family,"The Bard Group, LLC",0.0
Duke Energy Business Services,"Duke Energy Miami Fort, LLC",
FirstEnergy Corp.,FirstEnergy Solutions Corp.,
Element Power,"Element Power US, LLC",
"Covanta Energy Corporation, Inc.",Covanta Essex Company,
Duke Energy Kentucky,Duke Energy NGL Services,
DTE Energy Corporate Services,"DTE Energy Services, Inc.",
"Air Products and Chemicals, Inc.","Air Products , Inc.",
Franklin B. Clark,Franklin Bancorp,0.0
NRG Energy,Nrg Puma Class B Llc,
"NRG Energy, Inc.",NRG Distributed Generation PR LLC,
Downstream,"Downstream Aviation, LP",
on behalf of American Municipal Power Inc.,"American Municipal Power, Inc.",
"Medina Rural Electric Cooperative, Inc.",Illinois Rural Electric Cooperative,0.0
"Shell Chemical LP, Shell Chemical Company",Shell Chemical Yabucoa Inc.,
Duke Energy Ohio,"Duke Energy Lee II, LLC",
NRG Enregy,NRG Solar Avra Valley LLC,
NRG Energy,"NRG Lease Co, LLC",
Wells Fargo Bank Northwest N.A.,"Wells Fargo Advisors, LLC",
"New Business, NRG Energy, Inc.","NRG Manufacturing, Inc.",
"Duke Energy Indiana, Inc.",Duke Energy Stephens Llc,
"Covanta Energy Corporation, Inc.","Covanta Warren Energy Resource Co., L.P.",
"Federal Environmental Programs, NRG Energy","Nrg Energy, Inc.",
North America,North America Revsale Inc.,0.0
Municipal Energy Agency,"Municipal Recovery Agency, LLC",0.0
"Entergy Services, Inc.","Entergy Nuclear Finance, LLC",
"Analysis, Northshore Mine, Northshore Mining Company",Northshore Mining Company,
AES Puerto Rico LP,"AES Hickling, L.L.C.",
Air Quality. Part 1,"Air Quality Consulting, Inc.",
"NRG Enregy, Inc.",NRG PacGen Inc.,
"NRG Energy, Inc.",NRG Marketing Services LLC,
Cooperative Energy Incorporated,"Energy Cooperative of America, Inc.",0.0
DTE Energy Corporate Services,DTE Energy Technologies Inc.,
Entergy Corporation,"Entergy Thermal, LLC",
NRG Energy,NRG Rockford Acquisition LLC,
Exelon Corporation,"Exelon Fulton, LLC",
"East Coast Power Linden GP, LLC",East Coast Power L.L.C.,
"Rural Electric Cooperative, Inc.","West Kentucky Rural Electric Cooperative Corporation, Inc.",
"NRG Energy, Inc.",NRG Texas Power LLC,
"DTE Energy Corporate Services, LLC",DTE Energy Company,
"LLC, Duke Energy Indiana, Inc.","Duke Energy Zimmer, LLC",
"Exelon 2020, Exelon Corporation","Exelon SHC, LLC",
"NRG Enregy, Inc.",NRG Common Stock Finance II LLC,
"Development, Seminole Electric Cooperative, Inc.","Seminole Electric Cooperative, Inc",
"Duke Energy Indiana, Inc.","Duke Energy Miami Fort, LLC",
"Dynegy, Inc.","Dynegy Canada, Inc.",
Covanta Energy Corporation,Covanta Insurance Holdings Corporation,
"Darke Rural Electric Cooperative, Inc.","Pioneer Rural Electric Cooperative, Inc.",0.0
"Duke Energy Ohio, Inc.,","Duke Energy Stuart, LLC",
Franklin,Franklin Bank Corp.,
Southern Company Generation,Southern Company Funding Corp.,
Entergy Services,Entergy Security Corporation,
Georgia Power Company,Georgia Power Capital Trust VIII,
"Environmental  , Entergy Services, Inc.","Entergy Services, Inc.",
"Environment, NRG Energy","Nrg Energy, Inc.",
"Northshore Mine, Northshore Mining Company, Cliffs Natural Resources Inc.",Northshore Mining Company,
Norfolk Southern Corporation,"Norfolk Southern Properties, Inc.",
Mt. Shasta,Mt. Shasta Title & Escrow Company,
"Calpine Corporation, et al.",Calpine European Funding Limited,
Alstom,"Alstom Canada, Inc.",
Rural Electric Cooperative,Upshur Rural Electric Cooperative Corporation,
NRG Energy,NRG Renter's Protection LLC,
NRG Energy Incorporated,NRG Laboratories Inc.,
"NRG Energy, Inc.",Nrg Solar Blythe Ii Llc,
"Environmental Business, NRG Energy","NRG Energy, Inc.",
Edison Mission Energy,Edison Mission Group Inc.,
Ameren Corp.,Ameren Data & Metering Specialties,
"Hoosier Energy, Rural Electric Cooperative, Inc.","Bedford Rural Electric Cooperative, Inc.",
Wallace,"Wallace Dodge, LLC",
"NRG Energy, Inc.",Alter NRG Corp.,
Limited Partnership,Coleman-Toll Limited Partnership,0.0
"LLC, Duke Energy Indiana, Inc.","Duke Energy St. Francis, LLC",
"Duke Energy Ohio, Inc.,",Duke Energy LLC,
PSEG Services Corporation on behalf of The PSEG Fossil LLC,PSEG Nuclear LLC,
Dynegy Inc.,"Dynegy Gas Generation, LLC",
"Policy, Capstone Turbine Corporation",Capstone Turbine Corporation,
Entergy Corporation,"Entergy Power RS, LLC",
United Power,"United Power Company, LLC",
"Midwest Energy, Inc.",Midwest Energy Co.,
"LLC, Duke Energy Indiana",Duke Energy Fayette II. LLC,
Ketchum,Ketchum Capital Corporation,0.0
"Medina Rural Electric Cooperative, Inc.","Rural Electric Cooperative, Inc.",0.0
Justin,"Justin's, LLC",0.0
Energy Action Coalition,Action Energy Corp.,0.0
Rural Electric Membership Corporation,Noble County Rural Electric Membership Corporation,0.0
"Power  , Springfield","Springfield Power, LLC",0.0
"St. Louis, MO","MO-St Louis-Emil Avenue, LLC",0.0
"Congress, Congress",Congress Development Co.,0.0
Energy Programs,Energy Programs Consortium,0.0
"Electric Company  , Wisconsin",Wisconsin Electric Power Company,0.0
Public Service Commission of Wisconsin,Public Service Commission Of Yazoo City,0.0
Oklahoma Gas,Oklahoma Gas Processing Inc.,0.0
Oklahoma Gas,Oklahoma Gas and Electric Company,1.0
ICAP Energy,ICAP Energy LLC,1.0
Greater Philadelphia Chamber,Greater Philadelphia Cablevision Inc.,0.0
North Little Rock,North Little Rock Electric Department,0.0
Municipal Services,Municipal Services Commission,0.0
Winston Ð Salem,"Winston-Salem Journal, Inc.",0.0
Long Beach,"Long Beach NSC, LLC",0.0
"Energy Resources, City",Energy Resources Corp.,0.0
"Darke Rural Electric Cooperative, Inc.","Sussex Rural Electric Cooperative, Inc.",0.0
LS Power,LS Power Corp.,1.0
"White River Electric Association, Inc","White River Valley Electric Cooperative, Inc.",0.0
Florida Office,Florida Office Corp.,0.0
International Association,"International Association Managers, Inc.",0.0
Tri-State Generation and Tranmission Association,"Tri-State Generation & Transmission Association, Inc.",1.0
"Wayne Electric Cooperative, Inc.","Wayne-White Counties Electric Cooperative, Inc.",0.0
Constellation Energy,"Constellation Energy Group, Inc.",1.0
Sunbury Generation LP,"Sunbury Generation, LLC",1.0
St. Francis,St. Francis Hotel Corp,0.0
St. Francis,"St. Francis Health, LLC",0.0
PSEG Services Corporation,PSEG Global L.L.C.,1.0
Justin T. Schneider,"Justin's, LLC",0.0
County Rural Electric Association,Linn County Rural Electric Cooperative Association,0.0
Investor Network,"Network Investor Communications, Inc.",0.0
A. and J. Miller,J A Miller & Sons Oil,0.0
Justin B. Green,"Justin Brands, Inc.",0.0
URS Corporation,URS Corporation - Ohio,1.0
SCANA Corporation et al.,SCANA Corporation,1.0
SCANA Corporation   et al.,SCANA Corporation,1.0
AES Corporation,The AES Corporation,1.0
Dow Chemical Company,Dow Chemical Delaware Corp.,1.0
"Services, Xcel Energy Inc. for Northern States Power Company",Xcel Energy Services Inc.,1.0
Texas Genco,"Texas Genco GP, LLC",1.0
New Hope Power,New Hope Power Limited Partnership,1.0
Golder Associates Inc.,Golder Associates Ltd.,1.0
Xcel Energy,Xcel Energy Inc.,1.0
Northern Indiana Public Company,"Northern Indiana Public Service Company, Inc.",1.0
Dayton Power and Light Company,The Dayton Power and Light Company,1.0
TransCanada,Transcanada Limited,1.0
"the PPG Industries, Inc.","PPG Industries, Inc.",1.0
NiSource,NiSource Inc.,1.0
AES North America,"AES Americas, Inc.",1.0
Public Service Company,Public Service Company of Oklahoma,0.0
Pollution Control,Pollution Control Corp.,0.0
Union Electric Corporation,Union Electric Steel Corporation,0.0
"Commerce, Georgia",Georgia Commerce Bank,0.0
Collin County,"Collin County Equipment, Ltd.",0.0
Midwest Generation,Midwest Generation LLC,0.0
Dominion,Dominion Gas Corp.,0.0
Dominion,"Dominion Energy, Inc.",1.0
Conectiv Energy,"Conectiv Energy Supply, Inc.",0.0
Conectiv Energy,"Conectiv Energy Holding Company, LLC",1.0
Conectiv Energy Holding Comp,"Conectiv Energy Supply, Inc.",0.0
Conectiv Energy Holding Comp,"Conectiv Energy Holding Company, LLC",1.0
Siloam Springs,"Siloam Springs Holdings, LLC",0.0
P.E. Arkansas Electric Cooperative Corporation,Arkansas Electric Cooperative Corporation,1.0
Wunderlich-Malec,"Wunderlich-Malec Engineering, Inc.",1.0
EPRI,Epri,1.0
"Medina Rural Electric Cooperative, Inc.","Union Rural Electric Cooperative, Inc.",0.0
Alliant Energy,Alliant Energy Corporation,1.0
"Energy Resources, City","Energy Resources, Inc.",0.0
Doyon,"Doyon, Limited",1.0
"Duke Energy Carolinas, LLC.",Duke Energy Field Services Corp.,
Duke Energy - Charlotte,"Duke Energy Lee II, LLC",
NiSource Inc,"NiSource Capital Markets, Inc.",
Targa Resources,Targa Resources Investments Sub Inc.,
I.3. Freeport McMoRan Miami,Freeport-McMoRan Sierrita Inc.,
Waste Management,Waste Management - Saginaw Hauling,
W. and B. Cunningham,"B And W Fuels, Inc",
Phillips 66 Research Center,Phillips 66 Capital III,
"Dynamics, Inc.","Beam Dynamics, Inc.",0.0
CenterPoint Energy Field Services,"Centerpoint Energy Service Company, LLC",
"NRG Enregy, Inc.",NRG HQ DG LLC,
EquiPower Resources Corporation,"EquiPower Resources Holdings, LLC",
Marietta College,Marietta Coal Co,0.0
Tenaska Inc.,"Tenaska Virginia Partners, L.P.",
Colorado River Indian Tribes,Colorado River Indian Irr Proj,0.0
Solar Turbines Inc.,Solar Turbines Incorporated,1.0
PPM Energy,PPM Energy Inc,1.0
Aria Energy,Aria Energy Corp.,1.0
Solar Turbines Inc.,Solar Turbines Incorporated,
Wisconsin Electric Power Company d/b/a We Energies - Chicago,Wisconsin Electric Power Company,1.0
Texas Genco,"Texas Genco LP, LLC",1.0
"ConocoPhillips Alaska, Inc.",ConocoPhillips,1.0
ConocoPhillips Alaska Inc.,ConocoPhillips,1.0
San Diego Gas and Electric,San Diego Gas & Electric Company,1.0
Cargill Inc.,Cargill Incorporated,1.0
Ameren Corp.,Ameren Corporation,1.0
United Power,"United Power, Inc.",1.0
Duke Energy,Duke Energy Corporation,1.0
Niagara Generation,"Niagara Generation, LLC",1.0
Air Products,"Air Products , LLC",1.0
OGE Energy,OGE Energy Corp.,1.0
Bethlehem Steel Corporation,Bethlehem Steel Corp.,1.0
Vulcan Materials Company,Vulcan Materials Co,1.0
Wolverine Power Cooperative,"Wolverine Power Supply Cooperative, Inc.",1.0
"Duke Energy - Chicago, IL","Duke Energy, Inc.",1.0
"Katahdin Paper Company, LLC",Katahdin Paper Inc,1.0
"Hershey Foods, Inc.",Hershey Foods Corp,1.0
KapStone Kraft,KapStone Kraft Paper Corporation,1.0
the BASF Corporation,BASF Corporation,1.0
Freeport-McMoRan Copper & Gold,Freeport-McMoRan Inc.,1.0
Fort Valley Utility Commission,Fort Valley Utility Comm,1.0
"The Andersons, Inc., Ethanol Division","The Andersons, Inc.",1.0
Perdue Farms Incorporated,Perdue Farms Inc,1.0
LTV Steel,LTV Steel Co Inc,1.0
Optim Energy LP,"Optim Energy, LLC",1.0
City and County of Broomfield,City and County of Honolulu,0.0
Stone Container Corporation.,Stone Container Corp,1.0
Optim Energy LP,"Optim Energy, LLC",1.0
Chevron Mining Inc.,Chevron Inc,1.0
Eugene Water and Electric Board,Eugene Water & Electric Board,1.0
Exxon Mobil Coporation,Exxon Mobil Corporation,1.0
"PCS Phosphate Company, Inc",PCS Phosphate,1.0
"Reliant Energy, Incorporated",RELIANT ENERGY,1.0
Reliant Energy Incorporated,RELIANT ENERGY,1.0
Exxon Mobil Chemical Company,Exxon Mobil Corporation,1.0
Cleveland-Cliffs Inc.,Cleveland-Cliffs Ore Corporation,1.0
Cleveland Illuminating Company,The Cleveland Electric Illuminating Company,1.0
"Washington, AT & T Services, Inc.","Washington Services, Inc.",0.0
Bayer CropScience North America,Bayer CropScience AG,1.0
Env. Regulation Southern California Edison Company,Southern California Edison Company,1.0
U.S. Department of Veterans Affairs,U S Department of Energy,0.0
Wells Fargo Bank Northwest N.A.,"Wells Fargo Bank, National Association",1.0
"Alstom Power, Inc.",ALSTOM Inc.,1.0
PECO Energy,PECO Energy Company,1.0
Covanta,"Covanta Energy, LLC",1.0
Ingersoll-Rand Co.,Ingersoll-Rand Plc,1.0
Otter Tail,Otter Tail Corporation,1.0
John Deere Agriculture,"John Deere Agri Services, Inc.",1.0
Florida Power & Light   Group,Florida Power & Light Company,1.0
Duke Energy - Chicago,Duke Energy Corporation,1.0
Granger Electric Companies,Granger Electric Co,1.0
Tesoro Hawaii Corporation,Tesoro Corporation,1.0
UNS Electric,"UNS Electric, Inc.",1.0
BP Products North America Inc,"BP America, Inc.",1.0
Southwestern Bell Telephone,"Southwestern Bell Telephone Company, Inc.",1.0
Georgia Pacific,Georgia-Pacific LLC,1.0
Interstate Power,Interstate Power Co,1.0
U.S. Department of the Interior,U S Department of Energy,0.0
Entergy,Entergy Corporation,1.0
Occidental Chemical Company,Occidental Chemical Corporation,1.0
The Andersons,"The Andersons, Inc.",1.0
"Finch, Pruyn & Company",Finch Pruyn & Co Inc,1.0
"Chevron USA, Inc.",Chevron Inc,1.0
Georgia Power Company,Georgia Power Co.,1.0
the Entergy Corporation,Entergy Corporation,1.0
Harvest Power,Harvest Power Orlando LLC,1.0
Midwest Energy,"Midwest Energy, Inc.",1.0
BP Exploration Alaska Inc.,Bp Alaska,1.0
The Goodyear Tire Company,The Goodyear Tire & Rubber Company,1.0
Mississippi Power Company/Southern Company,Mississippi Power Co.,1.0
CMS Enterprises,CMS Enterprises Company,1.0
Merck & Co.,"Merck & Co., Inc.",1.0
Merck& Co,"Merck & Co., Inc.",1.0
Merck Co.,"Merck & Co., Inc.",1.0
"Drummond Company, Incorporated","Drummond Company, Inc.",1.0
BP Products,BP p.l.c.,1.0
Longview Fibre Paper,Longview Fibre Co,1.0
BP Chemicals Inc.,BP Chemicals-Green Lake,1.0
Duke Energy - Charlotte,Duke Energy Corporation,1.0
Longview Fibre Paper,Longview Fibre Co,1.0
Agrilectric Power Partners,"Agrilectric Power, Inc.",1.0
Allete,"ALLETE, Inc.",1.0
TXU Electric Delivery,TXU Electric Co,1.0
"ArcelorMittal U.S.A., Inc.,",ArcelorMittal USA Inc,1.0
Duke Energy et al.,"Duke Energy, Inc.",1.0
Enterprise Products,Enterprise Products Operating LLC,1.0
Ethanol Archer Daniels Midland Company,Archer-Daniels-Midland Company,1.0
Intermountain Rural Electric Association,Intermountain Rural Elec Assn,1.0
"PCS Nitrogen, Inc",PCS Nitrogen LP,1.0
Tenaska,Tenaska Inc.,1.0
Smurfit  Stone Container Corporation,"Smurfit-Stone Container Corp., Prior to its merger with Smurfit-Stone Container Enterprises, Inc.",1.0
LTV Steel Company,LTV Steel Co Inc,1.0
Louisiana-Pacific Corp.,Louisiana-Pacific Corporation,1.0
"Alabama Electric Cooperative, Inc.",Alabama Electric Coop Inc,1.0
"Cogentrix Energy, LLC",Cogentrix Energy Inc,1.0
"Chemical Lime, Ltd.",Chemical Lime Co,1.0
Domtar Company,"Domtar Paper Company, LLC",1.0
Exxon Mobil Refining,Exxon Mobil Corporation,1.0
Oglethorpe Power Corporation,Oglethorpe Power Corp.,1.0
PPG Industries,"PPG Industries, Inc.",1.0
RockTenn CP,RockTenn CP LLC Coshocton,1.0
TOSCO Refining Company et al.,Tosco Refining LP,1.0
"Haley and Aldrich, Inc.","Haley & Aldrich, Inc.",1.0
