query_string,candidate_string,match
Spectra Energy,SPECTRA ENERGY CORP,1.0
Spectra Energy Corporation,SPECTRA ENERGY CORP,1.0
Associate General Counsel Spectra Energy Corporation,SPECTRA ENERGY CORP,1.0
Spectra Energy,SPECTRA ENERGY PARTNERS L P,1.0
Spectra Energy Corporation,SPECTRA ENERGY PARTNERS L P,1.0
Spirit AeroSystems,SPIRIT AEROSYSTEMS HOLDINGS INC,1.0
"St. Jude Medical, Domyahn, Mark",ST JUDE MEDICAL INC,1.0
Star Scientific,STAR SCIENTIFIC INC,1.0
State Street Bank,STATE STREET CORP,1.0
Stericycle Inc,STERICYCLE INC,1.0
Stock Yards Bank & Trust,STOCK YARDS BANCORP INC,1.0
Stryker Corporation,STRYKER CORP,1.0
Sun Healthcare,SUN HEALTHCARE GROUP INC,1.0
Sun Healthcare,SUN HEALTHCARE GROUP INC NEW,1.0
SUNDANCE ENERGY AUSTRALIA LTD,SUNDANCE ENERGY AUSTRALIA LIMITED,1.0
Swedish Match AB,SWEDISH MATCH CO,1.0
SYROS PHARMACEUTICALS INC,SYROS PHARMACEUTICALS,1.0
T ROWE PRICE ASSOC INC,T ROWE PRICE ASSOCIATES INC,1.0
Target Logistics,TARGET LOGISTICS INC,1.0
Teva Pharmaceutical Industries Ltd,TEVA PHARMACEUTICAL INDS LTD,1.0
Tidewater Inc,TIDEWATER INC,1.0
"Timken Company, The",TIMKEN COMPANY,1.0
Toyota Motor North America,TOYOTA MOTOR CORP,1.0
Toyota Motor North America Inc,TOYOTA MOTOR CORP,1.0
TRANSPORTATION TECHNOLOGIES INDUSTRIES INC,TRANSPORTATION TECHS INDS INC,1.0
Tri County Mortgage Inc,TRI COUNTY BANCORP INC,1.0
Tri County Mortgage,TRI COUNTY BANCORP INC,1.0
Tri County Mortgage Inc,TRI COUNTY FINANCIAL CORP,1.0
Tri County Mortgage,TRI COUNTY FINANCIAL CORP,1.0
Trinity Biotech USA,TRINITY BIOTECH PLC,1.0
TRITON INTERNATIONAL LTD,TRITON INTERNATIONAL,1.0
TWILIO INC,TWILIO,1.0
Tyson Foods Inc,TYSON FOODS INC,1.0
Tyson Foods,TYSON FOODS INC,1.0
Tyson Prepared Foods Inc,TYSON FOODS INC,1.0
MO and TNT Tyson Foods Inc,TYSON FOODS INC,
TNT Tyson Foods,TYSON FOODS INC,1.0
MO and TNT Tyson Foods,TYSON FOODS INC,
SVP Commodity Purchasing MO and TNT Tyson Foods,TYSON FOODS INC,
Union First Market Bankshares Corporation,UNION FIRST BAMKSHARES CORP,1.0
United Parcel Service Co,UNITED PARCEL SERVICE INC,1.0
United States Steel Corporation,UNITED STATES STEEL CORP NEW,1.0
United Technologies Corporation   Climate,UNITED TECHNOLOGIES CORP,1.0
UnitedHealth Group MN,UNITEDHEALTH GROUP INC,1.0
UnitedHealth Group,UNITEDHEALTH GROUP INC,1.0
Varian Medical Systems,VARIAN MEDICAL SYSTEMS INC,1.0
Vermillion Inc,VERMILLION INC,1.0
Vision-Sciences,VISION SCIENCES INC DEL,1.0
VIVEVE MEDICAL INC,VIVEVE MEDICAL,1.0
VIVOPOWER INTERNATIONAL PLC,VIVOPOWER INTERNATIONAL,1.0
Wabash National Corporation,WABASH NATIONAL CORP,1.0
WageWorks Inc,WAGEWORKS INC,1.0
Walgreen Co.,WALGREEN CO,1.0
Warner Music Group,WARNER MUSIC GROUP CORP,1.0
WellPoint Inc LA,WELLPOINT INC,1.0
Wells Fargo & Company,WELLS FARGO & CO NEW,1.0
Werner Enterprises Inc,WERNER ENTERPRISES INC,1.0
Whirlpool Corporation,WHIRLPOOL CORP,1.0
WILLIAMS COMMUNICATIONS GRP INC,WILLIAMS COMMUNICATIONS GROUP INC,1.0
"BTG International, Inc.",HEARTWARE INTERNATIONAL INC,0.0
American Savings,AMERICAN MEDICAL TECHNOLOGIES IN,0.0
Jerry Phillips,PHILLIPS 66,0.0
Sky Jack Communications,SEQUANS COMMUNICATIONS S A,0.0
DI Management,ALTISOURCE ASSET MANAGEMENT CORP,0.0
First Databank,FIRST CHARTER CORP,
General: pasqua,GENERAL GROWTH PROPERTIES INC,0.0
"Churchill, Aidan",CHURCHILL DOWNS INC,0.0
Test Products Inc.,HUTTIG BUILDING PRODUCTS INC,0.0
Industrial Development,INDUSTRIAL SERVICES OF AM INC,0.0
"Thomas, Lyn",THOMAS EQUIPMENT INC,0.0
Morgan Thomas,MORGAN KEEGAN INC,0.0
Avago Technologies Inc Second,LIGHTPATH TECHNOLOGIES INC,0.0
"North America, Umicore USA, Inc.",USURF AMERICA INC,0.0
TCF National Bank,NATIONAL BANK OF GREECE S A,0.0
Santhera Pharmaceuticals,SYNERGY PHARMACEUTICALS INC,0.0
Benjamin Murray,BENJAMIN FRANKLIN BANCORP INC,0.0
"Research Associate, Industry Program",RESEARCH INC,0.0
"WAI International, Inc",ELCOM INTERNATIONAL INC,0.0
Santhera Pharmaceuticals,IDENIX PHARMACEUTICALS INC,0.0
#NAME?,FIRST SOUTH BANCORP INC,0.0
First Round,FIRST OPPORTUNITY FUND INC,0.0
Environmental,LIZHAN ENVIRONMENTAL CORP,0.0
Bank,BANK WEST FINANCIAL CORP,0.0
Transportation,STUDENT TRANSPORTATION INC,0.0
#NAME?,FIRST POTOMAC REALTY TRUST,0.0
Alliance,ALLIANCE GAMING CORP,0.0
"Cook Group, Inc.",M C N ENERGY GROUP INC,0.0
Paula Maudlin,PAULA FINANCIAL,0.0
Axcess Financial,ACTRADE FINANCIAL TECHS LTD,0.0
"Mesa Industries, Inc,",AGFEED INDUSTRIES INC,0.0
"Tyson Foods, Inc.",FLOWERS FOODS INC,0.0
"Airlines for America, International Air Transport Association, National Air Carrier Association",CARRIER1 INTERNATIONAL S A,0.0
International,CHEMSPEC INTERNATIONAL LTD,0.0
"Resource Management, California Fire Natural Resources Agency",CHINA NATURAL RESOURCES INC,0.0
Development,ASPECT DEVELOPMENT INC,0.0
"Republic Airlines, Inc.",REPUBLIC SERVICES INC,0.0
Chelsea W.,CHELSEA PROPERTY GROUP INC,0.0
Fuel Systems,WESTPORT FUEL SYSTEMS INC,0.0
HAMILTON,HAMILTON BANCORP INC MD,0.0
oceaneering intl,OCEANEERING INTERNATIONAL INC,1.0
Oceaneering Intl.,OCEANEERING INTERNATIONAL INC,1.0
